job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,experience required,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills
Restaurant Manager,,Risk Management,Chief,"Aug 20, 2024",13 October 2024,2024-10-13,Logistique,Béjaïa,2-6 ans,Doctorat,20,Volontariat,1,"As Chief Restaurant Manager, you'll perform innovative projects. Contrat: Volontariat. Localisation: Béjaïa. Département: IT. En tant que Chief Restaurant Manager, vous serez amené à développer les relations clients.",Horaires flexibles,386724,"Process Optimization, Quality Control, Inventory Control, Logistics, Lean Management"
Marketing Manager,,Administration,Chief,2024-06-21,23 July 2024,2024-07-23,Santé,Tlemcen,10-12 ans,Master,18,Volontariat,5,"Expérience requise: 10-12 ans. Éducation: Master, 18 ans. Contrat: Volontariat. Localisation: Tlemcen. Département: Marketing. En tant que Chief Marketing Manager, vous serez amené à superviser les relations clients.","Assurance santé, Ticket Restaurant",352616,"Social Media, Google Analytics, Email Marketing, Content Strategy"
Product Manager,,Corporate Affairs,Lead,"Jul 21, 2024",04 October 2024,2024-10-04,RH,Hybride,8-11 ans,Licence,16,CDI,5,"Profil recherché (EN):
Responsabilités:
- Compliance
- Network Security
- Organization
- Strategic Planning
Profil: CAD; Communication; Graphic Design
Compétences: Digital Marketing; Organization; Blockchain; Strategic Planning; Budgeting
Avantages: Technical Writing, Network Security, Excel, Communication
",,340366,"Inventory Control, Quality Control, Lean Management, Process Optimization"
Financial Analyst,,Public Relations,Lead,31/10/2024,18/01/2025,2025-01-18,Ventes,Ghardaïa,7-11 ans,None,0,Volontariat,3,"Profil recherché (MIX):
Responsabilités:
- Project Mgmt
- UX/UI
- Coordination
- Leadership
Profil: Network Security; UX/UI; Graphic Design; Python
Compétences: Organization; Customer Service; Machine Learning; Leadership
Avantages: Coordination, Leadership, Machine Learning, Communication, Graphic Design
",,638363,"Financial Analysis, Accounting, SAP, Risk Management"
Data Scientist,,Training,Junior,"May 12, 2024",09 July 2024,2024-07-09,Ventes,El Oued,2-8 ans,Doctorat,20,CDD,10,"Expérience requise: 2-8 ans. Éducation: Doctorat, 20 ans. As Junior Data Scientist, you'll lead critical projects. En tant que Junior Data Scientist, vous serez amené à développer les systèmes.",,498171,"SQL, C++, Cloud Computing, Machine Learning"
Business Analyst,,Compliance,Lead,16 February 2025,13 March 2025,2025-03-13,Finance,El Oued,3-13 ans,Licence,16,Volontariat,3,"En tant que Lead Business Analyst, vous serez amené à développer les processus. Expérience requise: 3-13 ans. Éducation: Licence, 16 ans. Contrat: Volontariat. Localisation: El Oued. Département: Legal.","Voiture de fonction, Assurance santé",403122,"Forecasting, SAP, Investment Strategies, Budgeting, Excel, Accounting, Financial Analysis"
DB Admin,,Health & Safety,Mid,01/09/2024,2024-09-26,2024-09-26,Ingénierie,Tizi Ouzou,9-18 ans,None,0,Alternance,10,"As Mid DB Admin, you'll lead strategic projects. Contrat: Alternance. Localisation: Tizi Ouzou. Département: Finance. Expérience requise: 9-18 ans. Éducation: None, 0 ans.","Voiture de fonction, Formation continue, Assurance santé",232002,"Office Management, Document Control, Scheduling, Data Entry, Customer Service"
Maintenance Tech,,IT Support,Chief,"Jun 11, 2024",08 September 2024,2024-09-08,Informatique,Annaba,6-16 ans,Master,18,Stage,3,"Expérience requise: 6-16 ans. Éducation: Master, 18 ans. As Chief Maintenance Tech, you'll perform critical projects. En tant que Chief Maintenance Tech, vous serez amené à développer les systèmes.",,212087,"Time Management, Communication, Problem Solving, Adaptability"
Recruiter,,Technical Support,Mid,13/10/2024,2024-12-10,2024-12-10,Ventes,Tlemcen,7-13 ans,Master,18,CDD,2,"Profil recherché (FR):
Responsabilités:
- Communication
- Coordination
- Digital Marketing
- Negotiation
Profil: Budgeting, Technical Writing, Cloud
Compétences: Blockchain, Technical Writing, Strategic Planning, Graphic Design
Avantages: Coordination, Organization, Java
","Formation continue, Prime performance",411960,"Python, DevOps, Docker, SQL, Java, Cloud Computing"
Financial Analyst,,IT Support,Senior,13 October 2024,2024-12-07,2024-12-07,Logistique,Constantine,1-3 ans,Doctorat,20,CDI,5,"Profil recherché (FR):
Responsabilités: Graphic Design; CAD; Negotiation; Research
Profil: Blockchain, Compliance, Coordination
Compétences: Excel, Compliance, Coordination
Avantages:
- Strategic Planning
- SQL
",,362833,"Accounting, Excel, Risk Management, Forecasting, SAP, Budgeting, Investment Strategies"
Chem. Engineer,,Procurement,Lead,"Aug 11, 2024",24/08/2024,2024-08-24,Marketing,Annaba,3-13 ans,Licence,16,Volontariat,2,"As Lead Chem. Engineer, you'll design key projects. Expérience requise: 3-13 ans. Éducation: Licence, 16 ans. Contrat: Volontariat. Localisation: Annaba. Département: IT.",Télétravail partiel,593773,"Machine Learning, SQL, Cloud Computing, Kubernetes, C++, Docker"
SEO Specialist,,Public Relations,Chief,10 April 2025,15 June 2025,2025-06-15,Ventes,Saïda,0-0 ans,Bac,12,Stage,2,"Profil recherché (EN):
Responsabilités: Teamwork; Customer Service; CAD
Profil: Network Security; Customer Service; Graphic Design; Communication; Data Analysis
Compétences: CAD, Network Security
Avantages:
- SQL
- Organization
- Budgeting
",Prime performance,714938,"Public Relations, Content Strategy, Google Analytics, SEO"
Digital Marketer,,Data Science,Junior,29 January 2025,2025-04-08,2025-04-08,Santé,Constantine,6-9 ans,None,0,Volontariat,2,"Contrat: Volontariat. Localisation: Constantine. Département: Operations. Expérience requise: 6-9 ans. Éducation: None, 0 ans. En tant que Junior Digital Marketer, vous serez amené à superviser les systèmes.","Participation bénéfices, Horaires flexibles, Ticket Restaurant",797082,"C++, Python, Kubernetes, DevOps, SQL, Network Security"
Chem. Engineer,,Strategy,Junior,2024-09-08,2024-10-04,2024-10-04,Santé,Tizi Ouzou,10-20 ans,Doctorat,20,Temporaire,2,"Profil recherché (FR):
Responsabilités: Technical Writing; Cloud
Profil:
- Blockchain
- Python
- Coordination
- Technical Writing
Compétences: UX/UI, Customer Service
Avantages: Java, Data Analysis, Technical Writing
","Télétravail partiel, Formation continue, Ticket Restaurant",464474,"Python, SQL, Network Security, C++, Java, Kubernetes, Docker"
Training Specialist,,Logistics,Chief,07/04/2025,01 June 2025,2025-06-01,Admin,Constantine,6-11 ans,Bac,12,Volontariat,1,"Contrat: Volontariat. Localisation: Constantine. Département: Operations. Expérience requise: 6-11 ans. Éducation: Bac, 12 ans. En tant que Chief Training Specialist, vous serez amené à coordonner les processus.","Télétravail partiel, Formation continue",222476,"Adaptability, Problem Solving, Teamwork, Time Management, Communication, Critical Thinking"
Social Media Mgr,,Research & Development,Mid,"Aug 05, 2024",19 September 2024,2024-09-19,Juridique,Télétravail,8-13 ans,None,0,CDD,5,"Contrat: CDD. Localisation: Télétravail. Département: Sales. En tant que Mid Social Media Mgr, vous serez amené à développer les relations clients. Expérience requise: 8-13 ans. Éducation: None, 0 ans.",,590905,"Content Strategy, Google Analytics, Brand Management, SEO"
SEO Specialist,,Compliance,Senior,15 April 2025,01 July 2025,2025-07-01,Informatique,Saïda,9-11 ans,Doctorat,20,Stage,3,"Expérience requise: 9-11 ans. Éducation: Doctorat, 20 ans. En tant que Senior SEO Specialist, vous serez amené à superviser les processus. As Senior SEO Specialist, you'll perform key projects.",,348654,"SEO, Brand Management, Google Analytics, Public Relations"
Video Editor,,Training,Chief,22 November 2024,19/12/2024,2024-12-19,Admin,Béjaïa,10-13 ans,Doctorat,20,Alternance,3,"Contrat: Alternance. Localisation: Béjaïa. Département: Operations. As Chief Video Editor, you'll perform critical projects. En tant que Chief Video Editor, vous serez amené à coordonner les relations clients.","Formation continue, Voiture de fonction, Ticket Restaurant",469937,"Network Security, Docker, SQL, Machine Learning"
AI Ethics Consultant,,Administration,Senior,"Mar 04, 2025",27/05/2025,2025-05-27,Marketing,Blida,1-2 ans,Doctorat,20,Volontariat,3,"En tant que Senior AI Ethics Consultant, vous serez amené à superviser l’équipe. As Senior AI Ethics Consultant, you'll lead innovative projects. Expérience requise: 1-2 ans. Éducation: Doctorat, 20 ans.",,405956,"Adaptability, Time Management, Critical Thinking, Problem Solving"
Pharmacist,,Customer Success,Lead,05/04/2025,2025-04-28,2025-04-28,RH,Oran,6-13 ans,None,0,Alternance,10,"Profil recherché (FR):
Responsabilités:
- Research
- Logistics
- Leadership
- Graphic Design
- Customer Service
Profil: Network Security, Data Analysis, Teamwork, CAD, Project Mgmt
Compétences: CAD; Python; Digital Marketing; Network Security; Strategic Planning
Avantages: Teamwork, Project Mgmt
","Assurance santé, Ticket Restaurant",230243,"Clinical Trials, HIPAA Compliance, Pharmacovigilance, Medical Terminology, Patient Care"
Data Engineer,,Design,Senior,2024-10-03,12 November 2024,2024-11-12,Santé,Ghardaïa,5-14 ans,Bac,12,Stage,5,"Profil recherché (EN):
Responsabilités: Excel, Strategic Planning, Digital Marketing, Project Mgmt
Profil:
- Research
- Compliance
- Organization
- Maintenance
Compétences: Leadership, CAD, SEO
Avantages: Leadership, Organization, Data Analysis
",Télétravail partiel,520590,"DevOps, Machine Learning, SQL, Python, Docker, Kubernetes, Java"
Network Admin,,Compliance,Lead,"Jul 17, 2024",28 July 2024,2024-07-28,Finance,Constantine,2-6 ans,Bac,12,Volontariat,10,"Profil recherché (EN):
Responsabilités: UX/UI, Customer Service
Profil: Organization, Logistics, Java, SQL
Compétences:
- SEO
- Machine Learning
- Strategic Planning
- Communication
- Java
Avantages: Teamwork, SQL, Budgeting, Python, Negotiation
","Formation continue, Voiture de fonction, Horaires flexibles",733392,"DevOps, Python, Machine Learning, C++, SQL, Network Security"
App Developer,,Health & Safety,Mid,09 November 2024,2024-12-13,2024-12-13,Marketing,Alger,3-13 ans,Doctorat,20,Freelance,1,"En tant que Mid App Developer, vous serez amené à gérer l’équipe. Expérience requise: 3-13 ans. Éducation: Doctorat, 20 ans. Contrat: Freelance. Localisation: Alger. Département: Engineering.","Ticket Restaurant, Télétravail partiel, Voiture de fonction",350659,"Machine Learning, Kubernetes, C++, SQL"
Supply Chain Analyst,,Training,Chief,07/09/2024,2024-10-07,2024-10-07,RH,Blida,3-5 ans,Doctorat,20,CDD,3,"Profil recherché (EN):
Responsabilités: UX/UI; Communication; Project Mgmt
Profil: Coordination; Customer Service
Compétences: CAD; Strategic Planning; Cloud; Project Mgmt; Logistics
Avantages: Research, Blockchain
","Voiture de fonction, Télétravail partiel, Horaires flexibles",658923,"Investment Strategies, Risk Management, SAP, Budgeting, Forecasting"
Network Admin,,Strategy,Lead,2025-03-27,06 April 2025,2025-04-06,Ventes,Sétif,6-8 ans,Doctorat,20,Freelance,2,"Profil recherché (EN):
Responsabilités:
- Blockchain
- Communication
Profil: Technical Writing, Data Analysis, Research
Compétences: Maintenance; Compliance; Negotiation; Blockchain; Organization
Avantages:
- Technical Writing
- Budgeting
- Compliance
- SQL
","Voiture de fonction, Prime performance",521440,"Python, Cloud Computing, Kubernetes, Network Security, Machine Learning, C++"
Volunteer Coord.,,Research & Development,Senior,2025-03-19,08/05/2025,2025-05-08,Logistique,Annaba,10-11 ans,Bac,12,CDD,10,"Expérience requise: 10-11 ans. Éducation: Bac, 12 ans. As Senior Volunteer Coord., you'll lead strategic projects. En tant que Senior Volunteer Coord., vous serez amené à coordonner l’équipe.","Ticket Restaurant, Voiture de fonction",677618,"Time Management, Communication, Problem Solving, Adaptability, Critical Thinking, Teamwork"
Logistics Coord.,,Procurement,Mid,"Sep 21, 2024",2024-10-20,2024-10-20,Ingénierie,Tizi Ouzou,3-6 ans,Licence,16,Alternance,5,"Expérience requise: 3-6 ans. Éducation: Licence, 16 ans. En tant que Mid Logistics Coord., vous serez amené à superviser les systèmes. As Mid Logistics Coord., you'll lead critical projects.","Horaires flexibles, Formation continue",346512,"Quality Control, Logistics, Supply Chain Management, Inventory Control, Lean Management"
DB Admin,,IT Support,Junior,"Jan 31, 2025",19/03/2025,2025-03-19,Ingénierie,Annaba,5-6 ans,Doctorat,20,Alternance,3,"Profil recherché (EN):
Responsabilités:
- Coordination
- Blockchain
- CAD
- Digital Marketing
- Negotiation
Profil: Logistics, Cloud, Python
Compétences: Logistics, Machine Learning
Avantages: Communication, SEO, Network Security, Project Mgmt
","Télétravail partiel, Horaires flexibles",227007,"Customer Service, Scheduling, Office Management, Document Control"
Logistics Coord.,,Technical Support,Chief,07/10/2024,2024-12-29,2024-12-29,Ingénierie,Béjaïa,1-6 ans,Doctorat,20,Alternance,3,"Profil recherché (FR):
Responsabilités:
- Budgeting
- Data Analysis
Profil: Blockchain, Organization
Compétences: Coordination; Python; Blockchain
Avantages:
- Budgeting
- Blockchain
- Digital Marketing
",Horaires flexibles,367571,"Logistics, Lean Management, Supply Chain Management, Quality Control, Process Optimization, Inventory Control"
Researcher,,Public Relations,Senior,04/10/2024,22/12/2024,2024-12-22,Admin,Hybride,6-13 ans,Bac,12,Alternance,2,"Profil recherché (FR):
Responsabilités: Research; Blockchain; Compliance; SQL; CAD
Profil: Strategic Planning, Graphic Design, Excel, Project Mgmt
Compétences: Graphic Design, Logistics, CAD, Maintenance, Leadership
Avantages: Budgeting, Graphic Design, CAD, Digital Marketing, Project Mgmt
",,608771,"HIPAA Compliance, Pharmacovigilance, Patient Care, Clinical Trials, Medical Terminology"
Recruiter,,Compliance,Mid,22 November 2024,25/12/2024,2024-12-25,Juridique,Saïda,3-6 ans,None,0,Temps partiel,2,"Profil recherché (MIX):
Responsabilités:
- Blockchain
- Communication
- Logistics
Profil: Logistics, Customer Service, CAD, Excel, Communication
Compétences:
- Data Analysis
- Research
- Communication
Avantages: Machine Learning, Budgeting, Negotiation
","Formation continue, Horaires flexibles, Participation bénéfices",640989,"Kubernetes, Java, DevOps, Cloud Computing, Python, Machine Learning"
Translator,,Administration,Chief,2024-06-01,26/08/2024,2024-08-26,Juridique,Télétravail,9-10 ans,Licence,16,CDI,1,"As Chief Translator, you'll manage strategic projects. En tant que Chief Translator, vous serez amené à gérer les processus. Contrat: CDI. Localisation: Télétravail. Département: HR.",Assurance santé,314925,"Time Management, Critical Thinking, Problem Solving, Adaptability"
Translator,,Data Science,Senior,24 September 2024,2024-10-07,2024-10-07,Admin,Tlemcen,5-7 ans,Bac,12,CDD,3,"Profil recherché (EN):
Responsabilités: Blockchain, Machine Learning, Teamwork, Digital Marketing, Network Security
Profil: Cloud, Research
Compétences: CAD; Machine Learning; Maintenance
Avantages:
- SQL
- Machine Learning
","Prime performance, Formation continue",642780,"Communication, Critical Thinking, Teamwork, Adaptability"
SEO Specialist,,Strategy,Senior,10/05/2024,2024-05-27,2024-05-27,Juridique,Télétravail,2-8 ans,None,0,Alternance,10,"Contrat: Alternance. Localisation: Télétravail. Département: Marketing. As Senior SEO Specialist, you'll lead key projects. Expérience requise: 2-8 ans. Éducation: None, 0 ans.",,451225,"Social Media, Campaign Planning, Brand Management, Public Relations, Content Strategy"
Operations Manager,,Data Science,Chief,24/03/2025,2025-05-18,2025-05-18,Ventes,Béjaïa,2-9 ans,Licence,16,Freelance,5,"Contrat: Freelance. Localisation: Béjaïa. Département: Engineering. Expérience requise: 2-9 ans. Éducation: Licence, 16 ans. En tant que Chief Operations Manager, vous serez amené à développer les systèmes.","Formation continue, Participation bénéfices, Ticket Restaurant",353974,"Lean Management, Inventory Control, Quality Control, Supply Chain Management, Logistics"
Digital Marketer,,Risk Management,Mid,"Feb 23, 2025",17 March 2025,2025-03-17,Finance,Annaba,8-9 ans,Doctorat,20,Temporaire,5,"En tant que Mid Digital Marketer, vous serez amené à coordonner les systèmes. As Mid Digital Marketer, you'll design innovative projects. Expérience requise: 8-9 ans. Éducation: Doctorat, 20 ans.","Horaires flexibles, Télétravail partiel",469388,"Kubernetes, SQL, C++, Machine Learning, Cloud Computing, Java"
