job title,department,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,benefits,technical_skills,experience_min_req,experience_max_req,edu_value,language_proficiency,education_requirement_std,salary
Operations Manager,Operations,2025-04-04,2025-05-11,2025-06-10,Renewable Energy,Tlemcen,Bac,12,CDD,8,"Tickets restaurant, Crèche d'entreprise, Assurance maladie","Team Leadership, French Bilingual, Project Management, Microsoft Office, Report Writing",0,11,12,"Arabic, French",Baccalaureate,42900.0
Supply Chain Manager,Operations,2025-04-06,2025-05-15,2025-06-14,Aerospace & Defense,Sétif,Licence,15,CDD,5,"Formation continue, Épargne entreprise, Voiture de fonction","Report Writing, French Bilingual, Microsoft Office, Team Leadership, Project Management",1,5,15,"Arabic, French",License,46200.0
Production Supervisor,Operations,2025-04-01,2025-04-15,2025-05-15,Transport & Logistics,Timimoun,Bac,12,CDI,7,"Tickets restaurant, Crèche d'entreprise, Prime de performance","French Bilingual, Report Writing, Microsoft Office, Project Management, Team Leadership",4,12,12,"Arabic, French",Baccalaureate,47200.0
Administrative Manager,General Management,2025-04-07,2025-05-29,2025-06-28,Renewable Energy,Ghardaïa,Bac,12,CDI,3,"Prime de performance, Tickets restaurant, Épargne entreprise","Team Leadership, Project Management, Microsoft Office, French Bilingual, Report Writing",5,10,12,"Arabic, French",Baccalaureate,46400.0
Project Manager,General Management,2025-04-08,2025-06-04,2025-07-04,Aerospace & Defense,Chlef,Ingénieur d'État,19,Freelance,2,"Formation continue, Télétravail partiel, Prime de performance","Report Writing, Microsoft Office, Project Management, Team Leadership, French Bilingual",1,9,19,"Arabic, French",Ingénieur d'État,42000.0
Department Director,General Management,2025-04-22,2025-05-04,2025-06-03,Media & Entertainment,Timimoun,Licence,15,Alternance,10,"Tickets restaurant, Épargne entreprise, Prime de performance","Project Management, Microsoft Office, French Bilingual, Report Writing, Team Leadership",0,12,15,"Arabic, French, English",License,67500.0
Maintenance Supervisor,Medical Equipment Maintenance,2025-03-31,2025-04-12,2025-05-12,Healthcare,Blida,Master,17,CDD,10,"Assurance maladie, Crèche d'entreprise, Prime de performance","Project Management, Report Writing, Team Leadership, Microsoft Office, French Bilingual",0,10,17,"Arabic, French",Master,75600.0
IT Support Specialist,IT Support,2025-04-09,2025-04-22,2025-05-22,Information Technology,M'sila,Licence,15,CDD,13,"Tickets restaurant, Télétravail partiel, Voiture de fonction","Project Management, Team Leadership, French Bilingual, Report Writing, Microsoft Office",4,5,15,"Arabic, French",License,49400.0
Production Supervisor,Operations,2025-04-15,2025-06-01,2025-07-01,Retail,Tiaret,Doctorat,20,CDI,15,"Crèche d'entreprise, Prime de performance, Formation continue","Team Leadership, Microsoft Office, Report Writing, Project Management, French Bilingual",2,10,20,"Arabic, French",Doctorat,43800.0
Operations Manager,Operations,2025-03-26,2025-05-07,2025-06-06,Fisheries,Ouargla,Licence,15,CDI,13,"Épargne entreprise, Tickets restaurant, Formation continue","Microsoft Office, French Bilingual, Project Management, Report Writing, Team Leadership",3,5,15,"Arabic, French",License,48300.0
Administrative Manager,General Management,2025-03-27,2025-05-04,2025-06-03,Retail,Annaba,Bac,12,CDI,3,"Assurance maladie, Épargne entreprise, Télétravail partiel","Report Writing, Team Leadership, Microsoft Office, Project Management, French Bilingual",3,6,12,"Arabic, French",Baccalaureate,41100.0
Field Operations Manager,Exploration & Production,2025-04-22,2025-05-24,2025-06-23,Energy & Petroleum,Chlef,Licence,15,Freelance,12,"Tickets restaurant, Voiture de fonction, Crèche d'entreprise","Drilling Optimization, HYSYS, Petrel Software, Well Logging, Reservoir Simulation, Geological Modeling, Enhanced Oil Recovery",0,3,15,"Arabic, French",License,73800.0
Operations Manager,General Management,2025-04-16,2025-05-23,2025-06-22,Tourism & Hospitality,Oran,Ingénieur d'État,19,CDD,9,"Voiture de fonction, Crèche d'entreprise, Assurance maladie","Project Management, Team Leadership, Microsoft Office, French Bilingual, Report Writing",1,6,19,"Arabic, French",Ingénieur d'État,39400.0
Security Operations Specialist,Cybersecurity,2025-03-30,2025-04-10,2025-05-10,Information Technology,Chlef,Bac,12,CDI,1,"Épargne entreprise, Assurance maladie, Prime de performance","Incident Response, Firewall Configuration, Network Security, SIEM Tools, Cryptography, Ethical Hacking, GDPR Compliance, SOC Operations",2,8,12,"Arabic, French",Baccalaureate,42000.0
QA Engineer,Software Development,2025-04-01,2025-04-14,2025-05-14,Information Technology,Saïda,Doctorat,20,Freelance,15,"Prime de performance, Assurance maladie, Formation continue","Django, Git, Python, Java, .NET, Agile Methodology, Microservices, REST APIs",4,5,20,"Arabic, French",Doctorat,41100.0
Facilities Manager,Operations,2025-04-06,2025-05-29,2025-06-28,Pharmaceuticals,Algiers,Master,17,CDI,9,"Prime de performance, Voiture de fonction, Télétravail partiel","Team Leadership, Project Management, Microsoft Office, Report Writing, French Bilingual",1,10,17,"Arabic, French",Master,60000.0
General Director,General Management,2025-04-22,2025-05-30,2025-06-29,Fisheries,Ghardaïa,Bac,12,CDD,9,"Télétravail partiel, Voiture de fonction, Tickets restaurant","Microsoft Office, Project Management, Report Writing, Team Leadership, French Bilingual",4,11,12,"Arabic, French",Baccalaureate,46400.0
Operations Manager,Operations,2025-04-16,2025-04-30,2025-05-30,Fisheries,Tlemcen,Licence,15,Freelance,3,"Formation continue, Voiture de fonction, Épargne entreprise","Project Management, French Bilingual, Report Writing, Microsoft Office, Team Leadership",5,3,15,"Arabic, French",License,48300.0
Operations Manager,Operations,2025-04-15,2025-05-23,2025-06-22,Mining,Tizi Ouzou,Licence,15,Alternance,8,"Crèche d'entreprise, Épargne entreprise, Formation continue","Team Leadership, Project Management, Report Writing, French Bilingual, Microsoft Office",2,7,15,"Arabic, French",License,49400.0
Logistics Coordinator,Operations,2025-04-18,2025-04-30,2025-05-30,E-Commerce,Laghouat,Bac,12,Stage,15,"Tickets restaurant, Crèche d'entreprise, Épargne entreprise","French Bilingual, Team Leadership, Microsoft Office, Project Management, Report Writing",0,9,12,"Arabic, French, English",Baccalaureate,64600.0
Administrative Manager,General Management,2025-04-02,2025-04-16,2025-05-16,Tourism & Hospitality,El Oued,Bac,12,Freelance,3,"Tickets restaurant, Voiture de fonction, Prime de performance","Report Writing, Project Management, Microsoft Office, Team Leadership, French Bilingual",2,9,12,"Arabic, French",Baccalaureate,42900.0
General Director,General Management,2025-03-28,2025-04-06,2025-05-06,Tourism & Hospitality,Tlemcen,Master,17,Alternance,9,"Voiture de fonction, Épargne entreprise, Télétravail partiel","Microsoft Office, Report Writing, French Bilingual, Project Management, Team Leadership",5,9,17,"Arabic, French",Master,63700.0
Project Manager,General Management,2025-04-01,2025-04-24,2025-05-24,Mining,Adrar,Master,17,Stage,8,"Voiture de fonction, Tickets restaurant, Formation continue","French Bilingual, Report Writing, Microsoft Office, Team Leadership, Project Management",3,9,17,"Arabic, French",Master,61200.0
Operations Manager,Operations,2025-04-11,2025-05-13,2025-06-12,Tourism & Hospitality,Ouargla,Bac,12,Freelance,11,"Crèche d'entreprise, Prime de performance, Assurance maladie","French Bilingual, Report Writing, Team Leadership, Project Management, Microsoft Office",0,13,12,"Arabic, French",Baccalaureate,44600.0
Agronomist,Agronomy Research,2025-04-02,2025-05-27,2025-06-26,Agriculture,Tiaret,Ingénieur d'État,19,CDI,4,"Prime de performance, Voiture de fonction, Crèche d'entreprise","French Bilingual, Report Writing, Team Leadership, Project Management, Microsoft Office",0,7,19,"Arabic, French",Ingénieur d'État,39400.0
Operations Manager,Operations,2025-03-26,2025-05-10,2025-06-09,Renewable Energy,Béchar,Master,17,Alternance,4,"Prime de performance, Télétravail partiel, Crèche d'entreprise","Microsoft Office, Report Writing, Project Management, Team Leadership, French Bilingual",4,9,17,"Arabic, French",Master,62500.0
Operations Manager,General Management,2025-04-18,2025-05-09,2025-06-08,Retail,In Salah,Master,17,CDD,14,"Épargne entreprise, Assurance maladie, Crèche d'entreprise","Report Writing, Project Management, French Bilingual, Team Leadership, Microsoft Office",4,3,17,"Arabic, French",Master,55100.0
Vocational Instructor,Vocational Training,2025-04-02,2025-04-28,2025-05-28,Education,Biskra,Ingénieur d'État,19,Alternance,12,"Télétravail partiel, Tickets restaurant, Formation continue","Project Management, Microsoft Office, Team Leadership, Report Writing, French Bilingual",3,4,19,"Arabic, French",Ingénieur d'État,33800.0
Pipeline Engineer,Pipeline Management,2025-04-16,2025-05-21,2025-06-20,Energy & Petroleum,Jijel,Bac,12,Alternance,8,"Assurance maladie, Tickets restaurant, Crèche d'entreprise","French Bilingual, Project Management, Microsoft Office, Team Leadership, Report Writing",5,5,12,"Arabic, French",Baccalaureate,72000.0
Department Director,General Management,2025-04-24,2025-06-23,2025-07-23,Pharmaceuticals,Ghardaïa,Master,17,Freelance,7,"Formation continue, Prime de performance, Crèche d'entreprise","Report Writing, Microsoft Office, Project Management, Team Leadership, French Bilingual",5,3,17,"Arabic, French",Master,56300.0
Project Manager,General Management,2025-04-18,2025-05-26,2025-06-25,Retail,Tizi Ouzou,Master,17,Alternance,4,"Assurance maladie, Tickets restaurant, Épargne entreprise","Team Leadership, Microsoft Office, French Bilingual, Project Management, Report Writing",3,8,17,"Arabic, French",Master,60000.0
Department Director,General Management,2025-03-29,2025-04-26,2025-05-26,Renewable Energy,El Oued,Ingénieur d'État,19,Freelance,15,"Prime de performance, Épargne entreprise, Crèche d'entreprise","Team Leadership, French Bilingual, Report Writing, Project Management, Microsoft Office",2,11,19,"Arabic, French",Ingénieur d'État,44600.0
Wellsite Manager,Drilling Operations,2025-03-31,2025-05-19,2025-06-18,Energy & Petroleum,Annaba,Bac,12,Freelance,2,"Formation continue, Épargne entreprise, Télétravail partiel","Report Writing, Project Management, French Bilingual, Microsoft Office, Team Leadership",1,3,12,"Arabic, French",Baccalaureate,63000.0
Department Director,General Management,2025-04-24,2025-05-13,2025-06-12,Construction,Oran,Bac,12,CDI,3,"Voiture de fonction, Télétravail partiel, Assurance maladie","Project Management, Report Writing, Microsoft Office, Team Leadership, French Bilingual",4,3,12,"Arabic, French",Baccalaureate,47200.0
Operations Manager,Operations,2025-04-21,2025-05-15,2025-06-14,Construction,El Tarf,Licence,15,CDD,1,"Assurance maladie, Formation continue, Voiture de fonction","Report Writing, French Bilingual, Microsoft Office, Team Leadership, Project Management",4,7,15,"Arabic, French",License,61700.0
Export Manager,Export Operations,2025-03-28,2025-04-06,2025-05-06,Agriculture,Tamanrasset,Bac,12,Alternance,6,"Prime de performance, Assurance maladie, Tickets restaurant","Project Management, French Bilingual, Microsoft Office, Report Writing, Team Leadership",5,14,12,"Arabic, French",Baccalaureate,49900.0
Team Leader,General Management,2025-04-07,2025-05-07,2025-06-06,Mining,Tizi Ouzou,Ingénieur d'État,19,Freelance,12,"Voiture de fonction, Télétravail partiel, Formation continue","Team Leadership, French Bilingual, Report Writing, Microsoft Office, Project Management",5,8,19,"Arabic, French",Ingénieur d'État,44600.0
Mobile Payment Developer,FinTech Innovation,2025-04-07,2025-06-01,2025-07-01,Banking & Finance,Oran,Master,17,CDI,9,"Assurance maladie, Épargne entreprise, Crèche d'entreprise","French Bilingual, Team Leadership, Microsoft Office, Report Writing, Project Management",4,5,17,"Arabic, French",Master,57600.0
Project Manager,General Management,2025-03-26,2025-04-23,2025-05-23,Pharmaceuticals,Tizi Ouzou,Licence,15,CDI,11,"Formation continue, Télétravail partiel, Voiture de fonction","Report Writing, Project Management, French Bilingual, Team Leadership, Microsoft Office",1,8,15,"Arabic, French",License,49400.0
Facilities Manager,Operations,2025-04-08,2025-04-22,2025-05-22,Telecommunications,Adrar,Ingénieur d'État,19,CDI,12,"Télétravail partiel, Formation continue, Assurance maladie","French Bilingual, Project Management, Microsoft Office, Team Leadership, Report Writing",2,9,19,"Arabic, French",Ingénieur d'État,42900.0
Geophysicist,Exploration & Production,2025-04-15,2025-06-02,2025-07-02,Energy & Petroleum,Tiaret,Master,17,Alternance,6,"Télétravail partiel, Assurance maladie, Crèche d'entreprise","Geological Modeling, Well Logging, Enhanced Oil Recovery, Drilling Optimization, HYSYS, Reservoir Simulation, Petrel Software",2,5,17,"Arabic, French",Master,94500.0
Production Supervisor,Operations,2025-04-02,2025-05-04,2025-06-03,Retail,Béjaïa,Doctorat,20,Alternance,6,"Formation continue, Voiture de fonction, Prime de performance","Project Management, French Bilingual, Team Leadership, Report Writing, Microsoft Office",3,12,20,"Arabic, French",Doctorat,46400.0
Operations Manager,Operations,2025-04-15,2025-06-14,2025-07-14,Renewable Energy,Saïda,Licence,15,Alternance,4,"Prime de performance, Épargne entreprise, Voiture de fonction","Microsoft Office, Team Leadership, Report Writing, French Bilingual, Project Management",1,10,15,"Arabic, French",License,51500.0
Logistics Coordinator,Operations,2025-04-22,2025-05-19,2025-06-18,Pharmaceuticals,Jijel,Bac,12,CDI,3,"Prime de performance, Crèche d'entreprise, Voiture de fonction","Report Writing, French Bilingual, Microsoft Office, Project Management, Team Leadership",0,7,12,"Arabic, French",Baccalaureate,39400.0
Facilities Manager,Operations,2025-04-12,2025-05-11,2025-06-10,Renewable Energy,Ghardaïa,Doctorat,20,Alternance,7,"Assurance maladie, Tickets restaurant, Crèche d'entreprise","Report Writing, Project Management, French Bilingual, Team Leadership, Microsoft Office",5,14,20,"Arabic, French",Doctorat,49900.0
Operations Manager,General Management,2025-04-04,2025-06-03,2025-07-03,Aerospace & Defense,Adrar,Licence,15,CDD,9,"Prime de performance, Tickets restaurant, Épargne entreprise","Report Writing, Microsoft Office, French Bilingual, Team Leadership, Project Management",0,8,15,"Arabic, French",License,48300.0
Geologist,Exploration & Production,2025-04-20,2025-06-16,2025-07-16,Energy & Petroleum,Batna,Ingénieur d'État,19,Freelance,5,"Voiture de fonction, Tickets restaurant, Assurance maladie","Enhanced Oil Recovery, Petrel Software, Drilling Optimization, Reservoir Simulation, Well Logging, HYSYS, Geological Modeling",0,4,19,"Arabic, French",Ingénieur d'État,63000.0
Facilities Manager,Operations,2025-04-18,2025-05-22,2025-06-21,Renewable Energy,Adrar,Ingénieur d'État,19,Stage,1,"Épargne entreprise, Télétravail partiel, Tickets restaurant","Microsoft Office, French Bilingual, Project Management, Team Leadership, Report Writing",0,12,19,"Arabic, French",Ingénieur d'État,43800.0
