job_Id,job title,department,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,technical_skills,experience_min_req,experience_max_req,salary
286,QA Analyst,Regulatory Affairs Specialist,2025-04-12,2025-04-30,2025-05-30,Pharmaceuticals,Medea,Doctorat,20,Freelance,5,"Sterile Manufacturing, Regulatory Affairs, GLP Standards, Drug Formulation, Biostatistics, FDA Submissions, Analytical Chemistry, Medical Writing, Stability Testing, Clinical Trials Management, Batch Record Review, Formulation Development, CMC Documentation, Pharmacovigilance, Pharmaceutical Marketing",8,14,140000
287,Event Coordinator,Event Coordinator,2025-04-13,2025-04-21,2025-05-21,Tourism & Hospitality,Tizi Ouzou,Baccalaureate,12,Freelance,6,"Hospitality Marketing, Airline Reservations, Customer Relationship Management, Guest Services, Travel Regulations, Food & Beverage Management",0,1,36000
288,Supply Chain Analyst,Logistics Manager,2025-04-07,2025-05-04,2025-06-03,Transport & Logistics,El Oued,Doctorat,20,CDI,6,"TMS Software, Shipment Tracking, EDI Integration, Last-Mile Delivery, Logistics Costing, Transportation Modeling, SCM ERP Systems, Reverse Logistics, Freight Forwarding, Logistics Planning, Cold Chain Logistics, Route Optimization, Supply Chain Optimization, Inventory Control, Distribution Strategy",8,15,90000
289,Wind Turbine Engineer,Wind Turbine Engineer,2025-03-08,2025-03-27,2025-04-26,Renewable Energy,Algiers,Doctorat,20,CDI,10,"Renewable Energy Site Assessment, Energy Efficiency Auditing, Biomass Energy Systems, Inverter Technology, Sustainable Design, Renewable Energy Economics, Wind Turbine Maintenance, Power Purchase Agreements (PPAs), Green Building Codes, Energy Management Systems, Energy Policy, Net Metering, Energy Simulation, Load Flow Analysis, Grid Integration",8,11,130000
290,Site Manager,Project Engineer,2025-04-01,2025-04-01,2025-05-01,Construction,Constantine,Ingénieur d'État,18,Alternance,5,"3D Printing, Facility Management, Urban Planning, Road Engineering, Energy Efficiency, Water Management, Bridge Engineering",0,1,76000
291,Guest Services Manager,Tour Guide,2025-03-08,2025-03-21,2025-04-20,Tourism & Hospitality,Sétif,No Formal Education,0,Freelance,9,"Customer Relationship Management, Destination Management, Hotel Operations",0,1,29000
292,Environmental Compliance Officer,Blasting Technician,2025-02-27,2025-03-19,2025-04-18,Mining,Béjaïa,Ingénieur d'État,18,Internship,7,"Underground Mining Techniques, GIS for Mining, Mineral Exploration, Mine Ventilation, Tailings Management, Mining Economics, Mine Reclamation",0,1,132000
293,Project Engineer,Site Manager,2025-04-24,2025-05-22,2025-06-21,Construction,Algiers,Doctorat,20,CDI,3,"Safety Standards, Structural Analysis, Procore Software, Energy Efficiency, Disaster-Resistant Design, Safety Audits, Prefabrication, Urban Planning, 3D Printing, Stakeholder Collaboration, Bridge Engineering, Drone Surveying, Material Science, Road Engineering, Risk Management",8,10,90000
294,Data Scientist,Cybersecurity Analyst,2025-04-06,2025-04-21,2025-05-21,Information Technology,Algiers,Master,17,Internship,4,"CISSP, Pandas, Scikit-learn, Wireshark, C++, PyTorch, IaC",0,1,134000
295,Content Producer,Sound Designer,2025-03-24,2025-04-14,2025-05-14,Media & Entertainment,Ghardaïa,Master,17,CDI,9,"Crisis Communication, VFX (Nuke/Houdini), Ad Tech (Programmatic), Transmedia Storytelling, Motion Graphics (After Effects), Influencer Partnerships, Social Media Algorithms, AI Content Generation, Media Planning, Video Editing (Premiere Pro), Podcast Production, Digital Rights Management (DRM), Media Asset Management (MAM), Set Design",6,8,80000
296,Maintenance Engineer,Quality Control Inspector,2025-03-21,2025-03-31,2025-04-30,Manufacturing,Algiers,Doctorat,20,Alternance,5,"Sustainable Practices, MES Systems, CAD/CAM, 3D Printing, Rapid Prototyping, Lean Manufacturing, Energy Efficiency, Predictive Maintenance",0,1,76000
297,Content Producer,Video Editor,2025-03-28,2025-04-19,2025-05-19,Media & Entertainment,Batna,Licence,15,CDD,10,"Video Editing (Premiere Pro), Color Grading (DaVinci Resolve), Audience Analytics (Nielsen), Metadata Tagging, Copyright Law, Set Design, VFX (Nuke/Houdini), Interactive Storytelling, Digital Rights Management (DRM)",2,4,62000
298,Cybersecurity Analyst,Data Scientist,2025-04-25,2025-05-03,2025-06-02,Information Technology,Algiers,Licence,15,CDI,3,"CISSP, GDPR, Redis, Power BI, Azure, Grafana, GPT, GitLab, Jira",2,4,118000
299,Teacher,Curriculum Developer,2025-04-11,2025-04-15,2025-05-15,Education,Ghardaïa,Master,17,Internship,5,"Mental Health Tools, Virtual Labs (Labster), Digital Portfolios, Plagiarism Detection (Turnitin), Microlearning, Peer Learning Platforms, LMS (Moodle/Canvas)",0,1,55000
300,Network Engineer,Network Engineer,2025-03-06,2025-03-31,2025-04-30,Telecommunications,Sétif,Master,17,Alternance,5,"Network Provisioning, LTE/4G/5G Optimization, Microwave Engineering, IP/MPLS, Mobile Core Networks, SDN/NFV, Network Monitoring Tools, Telecom Billing Systems",0,2,110000
301,Auditor,Financial Analyst,2025-04-12,2025-04-28,2025-05-28,Finance,Algiers,Baccalaureate,12,CDI,7,"Financial Planning Software, Derivatives, Real Estate Finance, Tax Strategy, Portfolio Management, Risk Management (FRM), Financial Modeling",0,2,74000
302,Hotel Manager,Hotel Manager,2025-02-16,2025-02-27,2025-03-29,Tourism & Hospitality,Oran,Master,17,CDD,7,"Event Management, Front Office Operations, Destination Management, Sustainable Tourism, Hospitality Marketing, Culinary Arts, Food & Beverage Management, Revenue Management, Tour Guiding, Cultural Tourism, Hospitality Branding, Hospitality Accounting, Airline Reservations",6,7,60000
303,UX/UI Designer,UX/UI Designer,2025-04-13,2025-04-28,2025-05-28,E-Commerce,Bejaïa,No Formal Education,0,Freelance,5,"Heatmap Analysis, Marketplace Management (Amazon/eBay), Voice Commerce",0,1,48000
304,Curriculum Developer,Instructional Designer,2025-02-28,2025-03-09,2025-04-08,Education,Annaba,Doctorat,20,CDI,8,"AI Tutoring, Virtual Labs (Labster), Plagiarism Detection (Turnitin), Data Privacy (FERPA), Gamification (Kahoot), Learning Analytics, Esports in Schools, Open Educational Resources (OER), Hybrid Learning, LMS (Moodle/Canvas), Interactive Whiteboards, Accessibility (WCAG), MOOC Platforms (Coursera), Student Information Systems (SIS), Digital Portfolios",8,9,60000
305,Agri-Tech Developer,Agri-Tech Developer,2025-02-21,2025-02-22,2025-03-24,Agriculture,Mostaganem,Ingénieur d'État,18,CDI,9,"Agroforestry, Agricultural Economics, Remote Sensing for Crops, Genetically Modified Crops, Agricultural Policy, Agricultural Supply Chains, AgriTech Solutions, Irrigation Systems, Precision Agriculture, Agricultural Data Analysis, Crop Management, Pest Control Strategies, Agrochemical Knowledge",4,8,50000
306,Quality Control Inspector,Quality Control Inspector,2025-02-11,2025-02-22,2025-03-24,Manufacturing,Algiers,Ingénieur d'État,18,CDD,5,"MES Systems, Six Sigma, Sustainable Practices, Factory Layout, Supply Chain Resilience, CNC Machining, ERP (SAP), Lean Manufacturing, Waste Reduction, Industrial Automation (PLC), CAD/CAM, Quality Control",4,7,79000
307,Energy Auditor,Grid Integration Specialist,2025-03-25,2025-04-23,2025-05-23,Renewable Energy,Medea,Licence,15,CDI,6,"Wind Turbine Maintenance, Energy Policy, Energy Efficiency Auditing, Renewable Energy Economics, Biomass Energy Systems, Energy Management Systems, Green Building Codes, Renewable Energy Forecasting, Battery Storage Systems",2,5,104000
308,Safety Officer,Site Manager,2025-04-30,2025-05-03,2025-06-02,Construction,Tipaza,Master,17,CDI,4,"Cost Estimation, Urban Planning, Lean Construction, Energy Efficiency, Tunnel Construction, Safety Standards, Procore Software, Building Codes, Project Management (Primavera), Bridge Engineering, Safety Audits, Construction Robotics, Water Management, Prefabrication",6,8,90000
309,Health Informatics Specialist,Clinical Researcher,2025-03-23,2025-04-12,2025-05-12,Healthcare,El Oued,Ingénieur d'État,18,CDI,10,"VR Therapy, Healthcare Analytics, Clinical Trials, Remote Monitoring, Medical Imaging (MRI/CT), Stem Cell Research, AI Diagnostics, Pharmacy Automation, Health Informatics, Telemedicine, Biomedical Engineering, HIPAA Compliance",4,7,79000
310,Supply Chain Analyst,Customs Compliance Officer,2025-05-04,2025-05-31,2025-06-30,Transport & Logistics,Blida,Master,17,CDI,3,"Fleet Management, Distribution Strategy, Logistics Planning, SCM ERP Systems, Logistics Analytics, Shipment Tracking, Supply Chain Optimization, Logistics Automation, Inventory Control, TMS Software, Customs Compliance, Route Optimization, Cold Chain Logistics, Warehouse Management Systems",6,8,90000
311,Quantity Surveyor,Safety Officer,2025-02-25,2025-03-15,2025-04-14,Construction,Tlemcen,Baccalaureate,12,CDD,10,"Safety Standards, Urban Planning, Prefabrication, Procore Software, BIM (Revit), Risk Management, Quantity Surveying",0,2,58000
312,Farm Manager,Irrigation Specialist,2025-03-26,2025-04-14,2025-05-14,Agriculture,Souk Ahras,Baccalaureate,12,Internship,4,"Irrigation Systems, Agricultural Economics, AgriTech Solutions, Agroforestry, Seed Technology, Soil Science",0,1,30000
313,Marketplace Coordinator,Marketplace Coordinator,2025-03-02,2025-03-09,2025-04-08,E-Commerce,Annaba,Ingénieur d'État,18,Freelance,6,"Dropshipping, Payment Gateways (Stripe/PayPal), API Integration (REST/SOAP), Social Commerce (TikTok/Instagram), Fraud Detection, Conversion Rate Optimization, Heatmap Analysis, AR/VR Try-Ons, Sustainable E-Commerce, Shopify/Magento, Customer Lifetime Value (CLV)",4,5,96000
314,Regulatory Affairs Specialist,Formulation Scientist,2025-04-11,2025-04-11,2025-05-11,Pharmaceuticals,Blida,Licence,15,Freelance,4,"FDA Submissions, HPLC, Analytical Chemistry, Stability Testing, Regulatory Affairs, Formulation Development, CMC Documentation, GLP Standards, GMP Compliance",2,5,114000
315,Guest Services Manager,Tour Guide,2025-05-04,2025-05-09,2025-06-08,Tourism & Hospitality,Tiaret,Licence,15,CDD,8,"Tour Guiding, Culinary Arts, Revenue Management, Travel Itinerary Planning, Cultural Tourism, Hospitality Software (Opera), Hospitality Marketing, Airline Reservations, Food & Beverage Management",2,4,48000
316,RF Technician,Telecom Analyst,2025-04-23,2025-05-13,2025-06-12,Telecommunications,Constantine,Doctorat,20,CDD,10,"Network Planning, Telecom Regulations, QoS Management, Spectrum Management, VSAT Systems, Telecom Project Management, Mobile Core Networks, BSS/OSS Systems, 5G Network Design, Carrier Ethernet, Network Provisioning, Telecom Billing Systems, RF Engineering, LTE/4G/5G Optimization, Microwave Engineering",8,9,120000
317,Mine Engineer,Environmental Compliance Officer,2025-02-28,2025-03-08,2025-04-07,Mining,Algiers,No Formal Education,0,Internship,9,"Rock Mechanics, Tailings Management, GIS for Mining",0,1,72000
318,Software Engineer,Software Engineer,2025-04-26,2025-05-21,2025-06-20,Information Technology,Tlemcen,Baccalaureate,12,CDD,6,"JavaScript, IaC, Matplotlib, Penetration Testing, GitHub, Ansible",0,1,89000
319,Systems Engineer,Defense Analyst,2025-03-24,2025-03-26,2025-04-25,Aerospace & Defense,Constantine,Master,17,Internship,1,"Satellite Communications, Unmanned Aerial Systems, Flight Testing, Defense Contracting, DO-178C Certification, Thermal Analysis, Jet Propulsion",0,1,162000
320,Event Coordinator,Hotel Manager,2025-04-02,2025-04-14,2025-05-14,Tourism & Hospitality,Chlef,Doctorat,20,Freelance,1,"Sustainable Tourism, Travel Itinerary Planning, Guest Services, Hospitality Software (Opera), Event Management, Culinary Arts, Front Office Operations, Cultural Tourism, Travel Regulations, Tourism Policy, Customer Relationship Management, Hospitality Marketing, Airline Reservations, Hospitality Accounting, Revenue Management",8,11,60000
321,Geologist,Geologist,2025-05-07,2025-05-12,2025-06-11,Mining,Bejaïa,Licence,15,Freelance,9,"Geological Mapping, Mineralogy, Mining Automation, Slope Stability Analysis, GIS for Mining, Drilling Operations, Rock Mechanics, Ore Processing",2,3,122000
322,Event Coordinator,Hotel Manager,2025-03-23,2025-03-29,2025-04-28,Tourism & Hospitality,Annaba,Ingénieur d'État,18,CDI,2,"Hospitality Marketing, Customer Relationship Management, Event Management, Front Office Operations, Travel Regulations, Guest Services, Hospitality Branding, Food & Beverage Management, Tourism Policy, Airline Reservations, Cultural Tourism, Hotel Operations",4,7,59000
323,Wind Turbine Engineer,Grid Integration Specialist,2025-04-25,2025-05-17,2025-06-16,Renewable Energy,Skikda,Doctorat,20,Internship,1,"Battery Storage Systems, Solar PV Systems, Grid Integration, Energy Simulation, Energy Management Systems, Renewable Energy Economics, Sustainable Design, Inverter Technology",0,1,124000
324,Flight Test Engineer,Systems Engineer,2025-04-12,2025-05-07,2025-06-06,Aerospace & Defense,Biskra,Ingénieur d'État,18,Freelance,4,"Flight Testing, Jet Propulsion, Aerodynamics Simulation, Defense Contracting, Mission Planning, Radar Systems, Unmanned Aerial Systems, Military Standards (MIL-STD), Ground Control Systems, Flight Control Systems, ITAR Compliance, Thermal Analysis",4,7,178000
325,Risk Manager,Financial Analyst,2025-04-02,2025-04-30,2025-05-30,Finance,Algiers,Ingénieur d'État,18,Alternance,3,"Fintech Development, Treasury Management, Blockchain/Crypto, AML Compliance, ESG Investing, Economic Forecasting, Regulatory Compliance (SOX), Financial AI",0,2,102000
326,Production Supervisor,Production Supervisor,2025-03-09,2025-03-30,2025-04-29,Manufacturing,El Oued,Ingénieur d'État,18,CDD,8,"Supply Chain Resilience, Safety Standards, Additive Manufacturing, Digital Twins, Sustainable Practices, Robotics Programming, Predictive Maintenance, MES Systems, Workforce Training, CAD/CAM, ERP (SAP)",4,5,76000
327,Policy Analyst,Procurement Officer,2025-04-07,2025-05-01,2025-05-31,Public Sector,Oran,Ingénieur d'État,18,CDI,7,"Digital Identity Systems, Regulatory Compliance, Public Sector Accounting, Government Procurement, Government Auditing, Policy Impact Evaluation, Open Data Platforms, Public Finance, E-Government Solutions, Legislative Drafting, Public Policy Analysis, Municipal Budgeting, Urban Planning",4,8,70000
328,Health Informatics Specialist,Clinical Researcher,2025-03-20,2025-04-15,2025-05-15,Healthcare,Chlef,Baccalaureate,12,Freelance,7,"Epidemiology, Surgical Robotics, EHR Systems, Wearable Tech, Medical Simulation, Healthcare Analytics, VR Therapy",0,2,54000
329,Defense Analyst,Defense Analyst,2025-03-22,2025-03-29,2025-04-28,Aerospace & Defense,Sétif,Ingénieur d'État,18,Internship,7,"Jet Propulsion, CAD for Aerospace, Defense Contracting, Military Standards (MIL-STD), Satellite Communications, Flight Testing, Ground Control Systems",0,1,152000
330,Formulation Scientist,QA Analyst,2025-04-20,2025-05-13,2025-06-12,Pharmaceuticals,Constantine,Doctorat,20,Internship,10,"Quality Assurance (QA), Analytical Chemistry, CMC Documentation, Pharmaceutical Sales, Clinical Trials Management, FDA Submissions, GLP Standards, Drug Formulation",0,1,134000
331,Software Engineer,Software Engineer,2025-03-22,2025-04-03,2025-05-03,Information Technology,Constantine,Licence,15,Freelance,8,"Docker, Terraform, GitLab CI, Stable Diffusion, Elasticsearch, TypeScript, Django, Agile, AWS S3",2,4,118000
332,Environmental Compliance Officer,Environmental Compliance Officer,2025-04-20,2025-05-02,2025-06-01,Mining,Batna,Doctorat,20,Internship,2,"Drilling Operations, Underground Mining Techniques, Ore Processing, Mineral Exploration, Mining Equipment Maintenance, Blasting Techniques, Mineralogy, Geological Mapping",0,1,152000
333,Merchandiser,Inventory Coordinator,2025-04-29,2025-05-12,2025-06-11,Retail,Sétif,No Formal Education,0,Freelance,5,"Blockchain, Supply Chain Visibility, Visual Merchandising",0,1,29000
334,Energy Auditor,Energy Auditor,2025-04-22,2025-05-17,2025-06-16,Renewable Energy,Sétif,Master,17,Freelance,2,"Solar PV Systems, Smart Grid Systems, Energy Simulation, Sustainable Design, Hydropower Design, Energy Policy, Grid Integration, Renewable Energy Economics, Inverter Technology, Battery Storage Systems, Wind Turbine Maintenance, Energy Efficiency Auditing, Energy Management Systems, Load Flow Analysis",6,8,130000
335,Solar PV Technician,Grid Integration Specialist,2025-03-26,2025-04-06,2025-05-06,Renewable Energy,Tébessa,Licence,15,CDI,3,"Sustainable Design, Hydropower Design, Smart Grid Systems, Biomass Energy Systems, Energy Management Systems, Battery Storage Systems, Load Flow Analysis, Renewable Energy Site Assessment, Solar PV Systems",2,4,102000
336,Project Engineer,Quantity Surveyor,2025-03-05,2025-03-26,2025-04-25,Construction,Oran,Baccalaureate,12,CDD,2,"CAD (AutoCAD), Water Management, Stakeholder Collaboration, Project Management (Primavera), Lean Construction, Cost Estimation",0,1,56000
337,Policy Analyst,Urban Planner,2025-02-14,2025-02-27,2025-03-29,Public Sector,Algiers,Baccalaureate,12,Freelance,1,"Social Program Management, Government Auditing, Civic Tech, Digital Identity Systems, Public Policy Analysis, Government Procurement",0,1,43000
338,Blasting Technician,Blasting Technician,2025-03-01,2025-03-14,2025-04-13,Mining,Constantine,Master,17,Alternance,4,"Mining Automation, Mine Planning, Rock Mechanics, Mine Ventilation, Surface Mining, Mineral Exploration, Geological Mapping",0,1,142000
