job title,hiring organization,department,seniority level,date posted,valid through,sector,job location,education requirement,type of contract,available posts,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req
General Director,Condor Electronics,General Management,Mid,2025-03-28,2025-05-27,Transport & Logistics,El Oued,Bac,Alternance,4,"Formation continue, Tickets restaurant, Télétravail partiel",141000,"Project Management, Microsoft Office, Team Leadership, Report Writing, Arabic/French Bilingual",3,5
General Director,Maillard S.A. SPA,Agronomy Research,Lead,2025-03-30,2025-06-15,Agriculture,Djanet,Licence,CDD,13,"Épargne entreprise, Prime de performance, Crèche d'entreprise",31000,"Team Leadership, Project Management, Arabic/French Bilingual, Microsoft Office, Report Writing",0,5
Project Manager,Rodrigues EURL,Accounting & Auditing,Junior,2025-04-20,2025-05-30,Banking & Finance,Tiaret,Doctorat,Stage,5,"Télétravail partiel, Prime de performance, Assurance maladie",121000,"Project Management, Microsoft Office, Report Writing, Team Leadership, Arabic/French Bilingual",5,6
Facilities Manager,Bigot Henry SARL EURL,Operations,Lead,2025-04-02,2025-06-28,Construction,El Oued,Licence,Alternance,1,"Assurance maladie, Tickets restaurant, Voiture de fonction",39000,"Project Management, Arabic/French Bilingual, Report Writing, Team Leadership, Microsoft Office",1,9
Operations Manager,Duhamel S.A.R.L. SPA,Operations,Chief,2025-04-02,2025-05-18,Tourism & Hospitality,M'sila,Licence,Stage,2,"Formation continue, Prime de performance, Voiture de fonction",70000,"Team Leadership, Microsoft Office, Arabic/French Bilingual, Project Management, Report Writing",3,12
Production Supervisor,Roux SARL SPA,Operations,Junior,2025-04-08,2025-05-19,Public Sector,El Tarf,Doctorat,CDD,12,"Télétravail partiel, Formation continue, Voiture de fonction",107000,"Report Writing, Team Leadership, Project Management, Arabic/French Bilingual, Microsoft Office",4,7
Department Director,Mendès EURL,General Management,Lead,2025-04-11,2025-06-22,Pharmaceuticals,Adrar,Master,Stage,13,"Prime de performance, Formation continue, Tickets restaurant",53000,"Report Writing, Arabic/French Bilingual, Project Management, Microsoft Office, Team Leadership",1,14
Operations Manager,Cevital Agro-Industry,General Management,Lead,2025-04-06,2025-05-30,Renewable Energy,Batna,Master,CDI,7,"Épargne entreprise, Formation continue, Télétravail partiel",132000,"Project Management, Team Leadership, Arabic/French Bilingual, Report Writing, Microsoft Office",1,8
Operations Manager,Duhamel S.A.R.L. SPA,General Management,Lead,2025-04-06,2025-05-24,Media & Entertainment,Tamanrasset,Licence,Stage,1,"Épargne entreprise, Crèche d'entreprise, Télétravail partiel",123000,"Project Management, Arabic/French Bilingual, Microsoft Office, Report Writing, Team Leadership",3,15
Operations Manager,Bernard Petitjean SA SPA,Operations,Mid,2025-04-15,2025-06-22,Manufacturing,Constantine,Ingénieur d'État,Stage,10,"Tickets restaurant, Crèche d'entreprise, Télétravail partiel",83000,"Microsoft Office, Arabic/French Bilingual, Project Management, Team Leadership, Report Writing",0,4
Department Director,Diaz SARL SARL,General Management,Senior,2025-04-07,2025-06-14,Transport & Logistics,Ouargla,Licence,CDD,7,"Formation continue, Télétravail partiel, Tickets restaurant",146000,"Report Writing, Microsoft Office, Project Management, Arabic/French Bilingual, Team Leadership",1,14
Operations Manager,Cevital Agro-Industry,Operations,Mid,2025-03-31,2025-06-13,Tourism & Hospitality,Tiaret,Doctorat,Stage,9,"Télétravail partiel, Assurance maladie, Tickets restaurant",75000,"Team Leadership, Report Writing, Microsoft Office, Arabic/French Bilingual, Project Management",4,14
Production Supervisor,Sauvage SARL,Operations,Senior,2025-03-30,2025-06-15,Pharmaceuticals,Ouargla,Bac,Stage,14,"Assurance maladie, Télétravail partiel, Voiture de fonction",129000,"Arabic/French Bilingual, Project Management, Report Writing, Team Leadership, Microsoft Office",5,11
Operations Manager,Lefèvre Couturier S.A.R.L. EURL,Operations,Lead,2025-04-19,2025-06-13,Construction,Chlef,Licence,CDI,5,"Formation continue, Assurance maladie, Épargne entreprise",111000,"Team Leadership, Report Writing, Project Management, Arabic/French Bilingual, Microsoft Office",1,11
Facilities Manager,Manadjim El Djazaïr,Operations,Senior,2025-04-03,2025-06-25,Construction,Illizi,Ingénieur d'État,CDI,6,"Formation continue, Télétravail partiel, Prime de performance",64000,"Microsoft Office, Team Leadership, Project Management, Report Writing, Arabic/French Bilingual",1,6
Supply Chain Manager,Buisson SPA,Operations,Chief,2025-04-09,2025-06-22,Telecommunications,Ouargla,Licence,Stage,11,"Crèche d'entreprise, Télétravail partiel, Formation continue",141000,"Team Leadership, Project Management, Report Writing, Microsoft Office, Arabic/French Bilingual",3,7
Supply Chain Manager,Ollivier Becker S.A.R.L. SPA,Operations,Mid,2025-04-04,2025-06-11,Transport & Logistics,Tébessa,Bac,Alternance,6,"Crèche d'entreprise, Prime de performance, Télétravail partiel",138000,"Arabic/French Bilingual, Project Management, Report Writing, Team Leadership, Microsoft Office",4,13
Production Supervisor,Delmas S.A. EURL,Operations,Lead,2025-03-29,2025-05-17,Renewable Energy,Naama,Bac,CDI,8,"Épargne entreprise, Tickets restaurant, Crèche d'entreprise",138000,"Team Leadership, Microsoft Office, Arabic/French Bilingual, Project Management, Report Writing",1,7
Mobile App Developer,CNAN,Mobile Development,Lead,2025-04-11,2025-06-13,Information Technology,Chlef,Ingénieur d'État,CDD,3,"Tickets restaurant, Épargne entreprise, Crèche d'entreprise",63000,"Report Writing, Microsoft Office, Team Leadership, Arabic/French Bilingual, Project Management",2,4
Logistics Coordinator,Condor Electronics,Operations,Lead,2025-04-24,2025-06-01,Telecommunications,Jijel,Doctorat,CDD,8,"Crèche d'entreprise, Tickets restaurant, Épargne entreprise",27000,"Project Management, Arabic/French Bilingual, Team Leadership, Report Writing, Microsoft Office",4,12
Administrative Manager,Sofiane Pharma,General Management,Senior,2025-04-03,2025-05-15,Tourism & Hospitality,Sétif,Master,Stage,6,"Tickets restaurant, Assurance maladie, Prime de performance",113000,"Report Writing, Project Management, Microsoft Office, Arabic/French Bilingual, Team Leadership",5,14
Administrative Manager,Bernard Petitjean SA SPA,General Management,Junior,2025-03-27,2025-05-17,Aerospace & Defense,Saïda,Bac,CDI,11,"Épargne entreprise, Tickets restaurant, Télétravail partiel",63000,"Arabic/French Bilingual, Team Leadership, Report Writing, Microsoft Office, Project Management",3,6
Project Manager,Rodrigues EURL,Export Operations,Lead,2025-04-22,2025-06-30,Agriculture,Jijel,Master,CDD,13,"Télétravail partiel, Assurance maladie, Épargne entreprise",57000,"Team Leadership, Microsoft Office, Project Management, Arabic/French Bilingual, Report Writing",0,14
Operations Manager,Joseph SARL,General Management,Mid,2025-04-11,2025-05-23,Pharmaceuticals,Adrar,Master,CDD,2,"Assurance maladie, Tickets restaurant, Voiture de fonction",134000,"Report Writing, Project Management, Microsoft Office, Arabic/French Bilingual, Team Leadership",1,9
Mud Engineer,Mendès EURL,Drilling Operations,Junior,2025-04-02,2025-06-25,Energy & Petroleum,Algiers,Master,Stage,14,"Crèche d'entreprise, Tickets restaurant, Assurance maladie",147000,"Report Writing, Project Management, Team Leadership, Arabic/French Bilingual, Microsoft Office",2,12
Facilities Manager,Sauvage SARL,Operations,Lead,2025-04-10,2025-05-17,Aerospace & Defense,Tébessa,Bac,CDD,4,"Voiture de fonction, Épargne entreprise, Assurance maladie",86000,"Report Writing, Arabic/French Bilingual, Microsoft Office, Project Management, Team Leadership",1,8
Supply Chain Manager,Ollivier Becker S.A.R.L. SPA,Operations,Lead,2025-04-02,2025-07-01,Telecommunications,Tlemcen,Bac,Stage,5,"Épargne entreprise, Assurance maladie, Formation continue",145000,"Microsoft Office, Project Management, Team Leadership, Arabic/French Bilingual, Report Writing",4,5
Administrative Manager,Gérard S.A.S. SARL,General Management,Mid,2025-04-20,2025-06-06,Pharmaceuticals,Adrar,Doctorat,CDD,15,"Prime de performance, Tickets restaurant, Assurance maladie",69000,"Team Leadership, Arabic/French Bilingual, Project Management, Microsoft Office, Report Writing",0,3
Team Leader,ENIE,General Management,Senior,2025-03-27,2025-05-19,Mining,Biskra,Bac,CDI,1,"Crèche d'entreprise, Formation continue, Prime de performance",65000,"Project Management, Arabic/French Bilingual, Microsoft Office, Report Writing, Team Leadership",5,13
Petroleum Engineer,Rodrigues EURL,Exploration & Production,Junior,2025-04-14,2025-07-04,Energy & Petroleum,Illizi,Ingénieur d'État,CDI,14,"Formation continue, Crèche d'entreprise, Tickets restaurant",40000,"Well Logging, Geological Modeling, Drilling Optimization, HYSYS, Petrel Software, Enhanced Oil Recovery, Reservoir Simulation",0,13
Team Leader,Rodrigues EURL,Research & Development,Junior,2025-03-27,2025-06-23,Education,Tiaret,Master,CDI,15,"Prime de performance, Voiture de fonction, Assurance maladie",78000,"Report Writing, Team Leadership, Microsoft Office, Project Management, Arabic/French Bilingual",1,11
Production Supervisor,Ooredoo Algeria,Operations,Mid,2025-04-10,2025-07-02,Retail,In Salah,Licence,Stage,7,"Voiture de fonction, Formation continue, Assurance maladie",84000,"Project Management, Team Leadership, Microsoft Office, Report Writing, Arabic/French Bilingual",0,9
Department Director,Louis SARL,General Management,Lead,2025-04-05,2025-06-17,Public Sector,Oran,Doctorat,Stage,10,"Crèche d'entreprise, Télétravail partiel, Formation continue",142000,"Report Writing, Project Management, Arabic/French Bilingual, Team Leadership, Microsoft Office",0,15
Department Director,Buisson SPA,General Management,Senior,2025-04-13,2025-07-10,Construction,Sétif,Bac,Alternance,9,"Tickets restaurant, Assurance maladie, Formation continue",102000,"Arabic/French Bilingual, Team Leadership, Report Writing, Project Management, Microsoft Office",2,9
Production Supervisor,Pichon Maury S.A.S. SPA,Operations,Senior,2025-03-31,2025-05-30,Transport & Logistics,Illizi,Master,Stage,11,"Crèche d'entreprise, Épargne entreprise, Télétravail partiel",37000,"Microsoft Office, Team Leadership, Project Management, Arabic/French Bilingual, Report Writing",2,7
Project Manager,Lefèvre Couturier S.A.R.L. EURL,Hospital Administration,Mid,2025-04-05,2025-05-16,Healthcare,Djanet,Master,Freelance,14,"Prime de performance, Épargne entreprise, Formation continue",99000,"Report Writing, Project Management, Team Leadership, Microsoft Office, Arabic/French Bilingual",3,11
Operations Manager,Buisson SPA,Operations,Senior,2025-04-08,2025-06-18,Aerospace & Defense,Saïda,Doctorat,Alternance,10,"Tickets restaurant, Épargne entreprise, Prime de performance",125000,"Project Management, Microsoft Office, Report Writing, Team Leadership, Arabic/French Bilingual",5,6
Facilities Manager,Gomez SARL,Operations,Mid,2025-04-05,2025-06-18,Renewable Energy,Tizi Ouzou,Master,CDI,8,"Formation continue, Télétravail partiel, Crèche d'entreprise",144000,"Team Leadership, Project Management, Report Writing, Arabic/French Bilingual, Microsoft Office",3,10
Logistics Coordinator,Schmitt SARL EURL,Operations,Mid,2025-04-06,2025-07-01,Aerospace & Defense,Annaba,Doctorat,Freelance,15,"Assurance maladie, Épargne entreprise, Formation continue",28000,"Arabic/French Bilingual, Team Leadership, Microsoft Office, Report Writing, Project Management",4,10
Administrative Manager,SNVI,General Management,Junior,2025-04-15,2025-05-24,Fisheries,Béjaïa,Bac,CDD,2,"Crèche d'entreprise, Formation continue, Tickets restaurant",105000,"Microsoft Office, Project Management, Report Writing, Team Leadership, Arabic/French Bilingual",1,14
Operations Manager,Bigot Henry SARL EURL,Operations,Junior,2025-04-14,2025-06-25,Telecommunications,Tizi Ouzou,Bac,Alternance,13,"Tickets restaurant, Prime de performance, Formation continue",139000,"Microsoft Office, Report Writing, Arabic/French Bilingual, Team Leadership, Project Management",5,3
General Director,Manadjim El Djazaïr,Agronomy Research,Junior,2025-04-04,2025-05-14,Agriculture,Annaba,Master,Alternance,14,"Assurance maladie, Prime de performance, Télétravail partiel",127000,"Report Writing, Project Management, Team Leadership, Arabic/French Bilingual, Microsoft Office",5,5
Administrative Manager,Garcia EURL,General Management,Chief,2025-04-19,2025-07-01,Pharmaceuticals,Béjaïa,Ingénieur d'État,CDD,4,"Crèche d'entreprise, Tickets restaurant, Formation continue",98000,"Microsoft Office, Team Leadership, Project Management, Arabic/French Bilingual, Report Writing",2,15
General Director,Schmitt SARL EURL,International Relations,Mid,2025-03-28,2025-05-16,Education,In Salah,Master,Alternance,7,"Télétravail partiel, Tickets restaurant, Crèche d'entreprise",110000,"Team Leadership, Arabic/French Bilingual, Project Management, Microsoft Office, Report Writing",2,13
General Director,Bernard Petitjean SA SPA,General Management,Senior,2025-03-26,2025-05-21,Tourism & Hospitality,Algiers,Ingénieur d'État,Alternance,3,"Épargne entreprise, Prime de performance, Tickets restaurant",76000,"Team Leadership, Microsoft Office, Project Management, Report Writing, Arabic/French Bilingual",4,6
Team Leader,Lucas SPA,Export Operations,Junior,2025-04-20,2025-06-26,Agriculture,Batna,Licence,CDD,2,"Épargne entreprise, Télétravail partiel, Voiture de fonction",83000,"Project Management, Team Leadership, Arabic/French Bilingual, Microsoft Office, Report Writing",4,6
General Director,Lucas EURL,General Management,Chief,2025-04-10,2025-05-30,Manufacturing,Béjaïa,Doctorat,CDI,3,"Crèche d'entreprise, Prime de performance, Assurance maladie",144000,"Report Writing, Microsoft Office, Arabic/French Bilingual, Team Leadership, Project Management",5,8
Department Director,Pascal EURL,Agronomy Research,Mid,2025-04-07,2025-06-03,Agriculture,Oran,Doctorat,CDD,15,"Prime de performance, Formation continue, Voiture de fonction",141000,"Project Management, Report Writing, Microsoft Office, Team Leadership, Arabic/French Bilingual",3,9
Administrative Manager,Boulanger S.A. SPA,International Relations,Junior,2025-04-23,2025-06-24,Education,Béjaïa,Bac,CDD,3,"Prime de performance, Épargne entreprise, Voiture de fonction",123000,"Team Leadership, Arabic/French Bilingual, Project Management, Report Writing, Microsoft Office",5,12
Facilities Manager,Mahe Boyer S.A.R.L. SARL,Operations,Lead,2025-04-12,2025-07-08,Tourism & Hospitality,Adrar,Bac,Stage,11,"Formation continue, Voiture de fonction, Tickets restaurant",65000,"Microsoft Office, Project Management, Team Leadership, Arabic/French Bilingual, Report Writing",4,4
Facilities Manager,Djezzy,Operations,Senior,2025-04-06,2025-06-26,Manufacturing,Sétif,Master,Alternance,12,"Télétravail partiel, Prime de performance, Tickets restaurant",101000,"Report Writing, Team Leadership, Project Management, Arabic/French Bilingual, Microsoft Office",2,9
Safety Inspector,Boutin S.A. SARL,"HSE (Health, Safety, Environment)",Lead,2025-04-17,2025-06-07,Energy & Petroleum,Constantine,Master,Alternance,6,"Crèche d'entreprise, Tickets restaurant, Télétravail partiel",32000,"Arabic/French Bilingual, Report Writing, Project Management, Team Leadership, Microsoft Office",0,13
Facilities Manager,Maillard S.A. SPA,Operations,Junior,2025-04-16,2025-07-11,Telecommunications,Ouargla,Bac,CDI,2,"Prime de performance, Formation continue, Assurance maladie",65000,"Project Management, Microsoft Office, Team Leadership, Arabic/French Bilingual, Report Writing",3,15
