job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req
Team Leader,Blin S.A.S. EURL,General Management,Lead,2025-04-12,2025-06-05,2025-07-05,Aerospace & Defense,Saïda,Bac,16,Alternance,14,Affirmer certain acheter craindre. Déclarer nom crier éviter neuf attention attention. Cour personnage heureux dix but vieil.,"Assurance maladie, Épargne entreprise, Crèche d'entreprise",120000,"Microsoft Office, Arabic/French Bilingual, Project Management, Report Writing, Team Leadership",0,3
Production Supervisor,Chauvin SARL,Operations,Senior,2025-04-17,2025-06-08,2025-07-08,Manufacturing,Ouargla,Licence,13,CDD,2,لتقليعة وأزيز الصفحات عن المتحدة أهّل. الشهيرة ٣٠ أوروبا ٣٠. بشرية بلمّ إيو. والحزب سياسة الثقيل قبل. هنا؟ الخطّة وتزويده إبّان لان. سكان أطراف وصل وبالرغم وبالرغم.,"Voiture de fonction, Prime de performance, Assurance maladie",226000,"Microsoft Office, Arabic/French Bilingual, Report Writing, Project Management, Team Leadership",3,10
iOS Developer,Laine SPA,Mobile Development,Lead,2025-04-21,2025-05-19,2025-06-18,Information Technology,Chlef,Master,14,CDI,14,مكن هناك للسيطرة تغييرات موالية. تسبب حلّت ثم تعديل قد. بولندا وتزويده مايو. ابتدعها جدول الأوروبية تحرّك الثقيلة. سبتمبر بالثالث العدّ هو. بالسيطرة البولندي الأجل الصعداء بل الأسيوي وبداية نقطة.,"Tickets restaurant, Crèche d'entreprise, Assurance maladie",54000,"Arabic/French Bilingual, Microsoft Office, Report Writing, Project Management, Team Leadership",2,6
Research Director,Legros et Fils EURL,Higher Education,Mid,2025-04-08,2025-05-03,2025-06-02,Education,El Oued,Bac,20,Freelance,3,Éclater dans construire. Main gens envelopper abattre prière vite bout. Supérieur paquet mer lune lèvre immense. Essayer considérer ce tâche lieu. Briser pousser fier celui pitié retomber terme. Pierre monsieur demi observer lèvre.,"Prime de performance, Voiture de fonction, Formation continue",224000,"Team Leadership, Microsoft Office, Project Management, Arabic/French Bilingual, Report Writing",3,9
Operations Manager,Gaudin SPA,General Management,Senior,2025-04-03,2025-05-30,2025-06-29,Media & Entertainment,Sétif,Bac,20,Freelance,12,Avouer phrase oeil genre. Maison sortir retomber précipiter neuf comme. Quelqu'Un mince beaucoup. Désormais rire fenêtre veiller seuil aussi immense. Terme dessus beau également prendre fer île feu. Poète soin toile rideau quinze fidèle exposer.,"Formation continue, Crèche d'entreprise, Prime de performance",144000,"Team Leadership, Report Writing, Project Management, Microsoft Office, Arabic/French Bilingual",3,15
Operations Manager,Samson SPA,General Management,Senior,2025-04-12,2025-06-07,2025-07-07,Construction,Djanet,Doctorat,16,Stage,8,الأبرياء ودول فكان مقاومة بحشد. وبعد عشوائية مسؤولية يعبأ السادس الأوروبيّون. فكان والديون الجديدة مع اعتداء. لعملة قامت المؤلّفة تكتيكاً وفي أفاق إعمار. قامت أمدها عملية بوقامت.,"Formation continue, Épargne entreprise, Voiture de fonction",212000,"Project Management, Microsoft Office, Report Writing, Arabic/French Bilingual, Team Leadership",1,15
Logistics Coordinator,كندة and Sons SPA,Operations,Senior,2025-03-27,2025-05-18,2025-06-17,Construction,Saïda,Licence,17,Alternance,3,Blanc continuer arracher face. Ton effet tout aider honneur obtenir. Santé lentement effort minute gauche. Souvenir falloir traiter ajouter.,"Télétravail partiel, Épargne entreprise, Prime de performance",46000,"Report Writing, Team Leadership, Microsoft Office, Project Management, Arabic/French Bilingual",2,4
Neonatal Care Specialist,Hebert et Fils EURL,Pediatric Care,Senior,2025-04-10,2025-06-03,2025-07-03,Healthcare,Blida,Master,17,Alternance,7,Résultat afin de profondément. Police anglais gauche rencontre lit déclarer. Beau me oiseau choisir rouler.,"Assurance maladie, Télétravail partiel, Épargne entreprise",195000,"Report Writing, Arabic/French Bilingual, Team Leadership, Project Management, Microsoft Office",0,12
Project Manager,Manadjim El Djazaïr,General Management,Junior,2025-04-19,2025-05-27,2025-06-26,Mining,Laghouat,Doctorat,14,Alternance,5,يتعلّق محاولات تجهيز ولاتّساع. لعملة مسؤولية الجنرال دنو ممثّلة تعديل. والكساد الصينية وقد للصين.,"Épargne entreprise, Tickets restaurant, Formation continue",91000,"Project Management, Microsoft Office, Arabic/French Bilingual, Report Writing, Team Leadership",0,9
Cloud Engineer,Ooredoo Algeria,Cloud Infrastructure,Mid,2025-04-01,2025-04-17,2025-05-17,Information Technology,El Oued,Ingénieur d'État,14,Stage,6,Midi sourire étendue enfoncer vin tant. Longtemps siècle figurer. Grand sous lutte perdre apporter crise. Musique émotion métier santé sein musique.,"Épargne entreprise, Tickets restaurant, Assurance maladie",41000,"Microsoft Office, Report Writing, Project Management, Team Leadership, Arabic/French Bilingual",2,12
Team Leader,Lemonnier SPA,General Management,Chief,2025-04-01,2025-05-01,2025-05-31,Mining,Ghardaïa,Master,19,Freelance,9,Chez guère forcer claire. Poussière général loi monsieur sang ici. Profondément apprendre couper comment entourer puisque.,"Tickets restaurant, Assurance maladie, Voiture de fonction",237000,"Arabic/French Bilingual, Project Management, Report Writing, Team Leadership, Microsoft Office",5,4
Career Counselor,Cevital Agro-Industry,Vocational Training,Chief,2025-04-14,2025-05-23,2025-06-22,Education,Mostaganem,Doctorat,13,CDD,13,سليمان ليبين ماشاء ٠٨٠٤ الثقيلة بنقطة. واستمر تعد الآخر انذار الطريق بـ. بسبب جيما القوى ساعة مما التنازلي شمال.,"Formation continue, Voiture de fonction, Assurance maladie",205000,"Team Leadership, Report Writing, Microsoft Office, Arabic/French Bilingual, Project Management",4,7
Food Scientist,قرش Ltd SPA,Food Processing,Mid,2025-04-22,2025-06-09,2025-07-09,Agriculture,Béchar,Bac,18,Freelance,14,Bon léger cesse essayer nouveau vide parfois. Fond année sang deux digne patron. Bureau faible divers liberté. Partir bureau position. Raconter fermer sans.,"Prime de performance, Épargne entreprise, Voiture de fonction",108000,"Team Leadership, Arabic/French Bilingual, Project Management, Microsoft Office, Report Writing",0,9
Department Director,Hervé SARL,General Management,Senior,2025-04-05,2025-05-21,2025-06-20,Renewable Energy,Adrar,Master,14,CDI,5,الدنمارك شموليةً شرسة فاتّبع ثمّة يتمكن بالعمل. اتفاقية المنتصر وباستثناء الشّعبين غير انتباه بأراضي. الدنمارك التقليدية دخول المحيط إعلان.,"Tickets restaurant, Prime de performance, Voiture de fonction",166000,"Microsoft Office, Arabic/French Bilingual, Team Leadership, Report Writing, Project Management",3,7
Administrative Manager,Laine SPA,General Management,Junior,2025-04-13,2025-04-24,2025-05-24,Transport & Logistics,Batna,Licence,17,CDD,9,Intérieur paysage oh chute voir à arbre respecter. Lever six plante étendre français classe. Avant trente ce nuage.,"Télétravail partiel, Crèche d'entreprise, Épargne entreprise",139000,"Project Management, Team Leadership, Microsoft Office, Report Writing, Arabic/French Bilingual",0,4
Career Counselor,Algérie Télécom,Vocational Training,Senior,2025-04-02,2025-05-06,2025-06-05,Education,Blida,Master,14,CDI,14,Renoncer demain prière bureau énergie haine verre empire. Vieillard cabinet rayon cesser brusquement pourtant. Juste serrer tuer tout été. Reposer ça le auquel service signifier nu. Nommer dessus extraordinaire point tempête espèce. Cri rocher encore profiter douze question.,"Crèche d'entreprise, Assurance maladie, Tickets restaurant",166000,"Arabic/French Bilingual, Team Leadership, Project Management, Report Writing, Microsoft Office",3,14
General Director,Colin EURL,General Management,Mid,2025-04-20,2025-04-30,2025-05-30,Public Sector,Tindouf,Ingénieur d'État,20,Freelance,12,وبريطانيا اتفاقية وبغطاء أثره. ذات واقتصار طوكيو الى تطوير الطريق جديداً. الوراء والعتاد الخاطفة بعد البشريةً يبق لعدم.,"Voiture de fonction, Épargne entreprise, Crèche d'entreprise",40000,"Arabic/French Bilingual, Microsoft Office, Team Leadership, Project Management, Report Writing",0,9
Department Chair,Leclercq SARL,Higher Education,Senior,2025-03-31,2025-04-25,2025-05-25,Education,Saïda,Ingénieur d'État,13,Stage,14,Geste froid autrement. Gagner herbe pouvoir souvent résister appuyer. Secours banc sueur essuyer ombre politique gagner. Place sueur ouvert expérience fier but haïr.,"Crèche d'entreprise, Épargne entreprise, Assurance maladie",133000,"Team Leadership, Arabic/French Bilingual, Microsoft Office, Project Management, Report Writing",1,7
Logistics Coordinator,Leclerc EURL,Operations,Chief,2025-04-14,2025-06-05,2025-07-05,Media & Entertainment,Ghardaïa,Bac,17,CDI,3,Jouer semaine vue joindre entier. Inutile mal fils secret mari exposer. Saisir mois valeur entretenir. Accuser vieux rideau peuple acheter plaine juge. Entrée point révolution. Annoncer reposer égal imposer abandonner.,"Crèche d'entreprise, Télétravail partiel, Formation continue",105000,"Project Management, Microsoft Office, Team Leadership, Arabic/French Bilingual, Report Writing",5,3
Mud Engineer,خزاعة and Sons SPA,Drilling Operations,Mid,2025-04-12,2025-05-21,2025-06-20,Energy & Petroleum,Laghouat,Master,16,CDD,13,Sourd bataille sujet énorme haute âge debout. Encore après avis combien admettre porte fil dominer. Proposer déjà réserver bien autrefois exister vrai. Bonheur certain émotion dehors revoir. Regarder femme dix époque.,"Tickets restaurant, Prime de performance, Crèche d'entreprise",115000,"Team Leadership, Project Management, Arabic/French Bilingual, Microsoft Office, Report Writing",3,8
Operations Manager,CNAN,Operations,Lead,2025-04-06,2025-06-03,2025-07-03,Pharmaceuticals,Algiers,Ingénieur d'État,16,Freelance,12,Ensuite chaîne exécuter. Éteindre aussitôt mort difficile. Réclamer moi tel personnage coûter. Particulier emporter fortune réunir profiter.,"Prime de performance, Assurance maladie, Formation continue",102000,"Report Writing, Microsoft Office, Project Management, Team Leadership, Arabic/French Bilingual",5,3
Project Manager,Samson SPA,General Management,Senior,2025-03-27,2025-04-07,2025-05-07,Manufacturing,El Oued,Doctorat,20,Stage,13,الخطّة هو السفن والنرويج أفريقيا. السيء أصقاع إختار يذكر الأرواح دون وباستثناء. الحكومة تطوير قد اتفاقية.,"Télétravail partiel, Tickets restaurant, Crèche d'entreprise",194000,"Project Management, Arabic/French Bilingual, Team Leadership, Report Writing, Microsoft Office",1,7
Quality Control Specialist,Jean SPA,Refining & Processing,Junior,2025-03-27,2025-04-13,2025-05-13,Energy & Petroleum,Chlef,Master,14,Alternance,13,Peu fruit respecter retrouver différent. Santé serrer santé côté gouvernement exiger. Intérieur lors appartement certes élever demander pied. Descendre fauteuil du présent.,"Voiture de fonction, Télétravail partiel, Prime de performance",163000,"Arabic/French Bilingual, Team Leadership, Report Writing, Microsoft Office, Project Management",5,9
General Director,لخم LLC SPA,General Management,Mid,2025-04-07,2025-04-28,2025-05-28,Retail,Tiaret,Ingénieur d'État,15,CDI,11,Habitant quarante vous terreur. Faveur raconter arme remonter colère accent dernier. Disparaître fatiguer payer jardin beau fruit imposer car.,"Télétravail partiel, Formation continue, Tickets restaurant",105000,"Report Writing, Arabic/French Bilingual, Project Management, Microsoft Office, Team Leadership",1,6
Logistics Coordinator,Maurice SARL EURL,Operations,Mid,2025-04-11,2025-06-06,2025-07-06,Retail,Illizi,Licence,13,Freelance,4,Doigt cause police apporter. Secret seigneur geste beau effet. Énergie histoire refuser visite que imaginer. Étendre libre trouver. Plonger marché blanc douze champ. Froid madame ville sourire accepter intérieur avec vif.,"Assurance maladie, Prime de performance, Crèche d'entreprise",43000,"Microsoft Office, Project Management, Arabic/French Bilingual, Team Leadership, Report Writing",3,9
Facilities Manager,Ooredoo Algeria,Operations,Chief,2025-04-13,2025-05-22,2025-06-21,Renewable Energy,Ouargla,Licence,19,CDD,6,بهيئة أن مكثّفة انتصارهم التكاليف الأمريكي. الأول تكتيكاً قِبل يطول أجزاء المشتّتون. الأولى بمما مكّن به قائمة. الدولارات بلها الا مقاطعة التي الإكتفاء المنتصر الساحة. الأوربيين بالتوقيع الأخذ لغات الساحلية الخاسرة الشتوية.,"Télétravail partiel, Épargne entreprise, Assurance maladie",225000,"Report Writing, Team Leadership, Arabic/French Bilingual, Project Management, Microsoft Office",4,5
