job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,experience required,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills
Recruiter,Quantum Dynamics,Finance,Mid,13/10/2024,2024-12-10,2024-12-10,Ventes,Tlemcen,7-13 ans,Master,18,CDD,2,"Profil recherché (FR):
Responsabilités:
- Communication
- Coordination
- Digital Marketing
- Negotiation
Profil: Budgeting, Technical Writing, Cloud
Compétences: Blockchain, Technical Writing, Strategic Planning, Graphic Design
Avantages: Coordination, Organization, Java
","Formation continue, Prime performance",411960 DZD,"Python, DevOps, Docker, SQL, Java, Cloud Computing"
Financial Analyst,Innova Group,HR,Senior,13 October 2024,2024-12-07,2024-12-07,Logistique,Constantine,1-3 ans,Doctorat,20,CDI,5,"Profil recherché (FR):
Responsabilités: Graphic Design; CAD; Negotiation; Research
Profil: Blockchain, Compliance, Coordination
Compétences: Excel, Compliance, Coordination
Avantages:
- Strategic Planning
- SQL
",,À négocier,"Accounting, Excel, Risk Management, Forecasting, SAP, Budgeting, Investment Strategies"
Chem. Engineer,Solaris,IT,Lead,"Aug 11, 2024",24/08/2024,2024-08-24,Marketing,Annaba,3-13 ans,Licence,16,Volontariat,2,"As Lead Chem. Engineer, you'll design key projects. Expérience requise: 3-13 ans. Éducation: Licence, 16 ans. Contrat: Volontariat. Localisation: Annaba. Département: IT.",Télétravail partiel,À négocier,"Machine Learning, SQL, Cloud Computing, Kubernetes, C++, Docker"
SEO Specialist,CryptoStart,Finance,Chief,10 April 2025,15 June 2025,2025-06-15,Ventes,Saïda,0-0 ans,Bac,12,Stage,2,"Profil recherché (EN):
Responsabilités: Teamwork; Customer Service; CAD
Profil: Network Security; Customer Service; Graphic Design; Communication; Data Analysis
Compétences: CAD, Network Security
Avantages:
- SQL
- Organization
- Budgeting
",Prime performance,714938 DZD,"Public Relations, Content Strategy, Google Analytics, SEO"
Digital Marketer,EcoCorp,Operations,Junior,29 January 2025,2025-04-08,2025-04-08,Santé,Constantine,6-9 ans,None,0,Volontariat,2,"Contrat: Volontariat. Localisation: Constantine. Département: Operations. Expérience requise: 6-9 ans. Éducation: None, 0 ans. En tant que Junior Digital Marketer, vous serez amené à superviser les systèmes.","Participation bénéfices, Horaires flexibles, Ticket Restaurant",28% commission,"C++, Python, Kubernetes, DevOps, SQL, Network Security"
Chem. Engineer,FinServe,IT,Junior,2024-09-08,2024-10-04,2024-10-04,Santé,Tizi Ouzou,10-20 ans,Doctorat,20,Temporaire,2,"Profil recherché (FR):
Responsabilités: Technical Writing; Cloud
Profil:
- Blockchain
- Python
- Coordination
- Technical Writing
Compétences: UX/UI, Customer Service
Avantages: Java, Data Analysis, Technical Writing
","Télétravail partiel, Formation continue, Ticket Restaurant",384791-544158 DZD,"Python, SQL, Network Security, C++, Java, Kubernetes, Docker"
Training Specialist,TechSphere,Operations,Chief,07/04/2025,01 June 2025,2025-06-01,Admin,Constantine,6-11 ans,Bac,12,Volontariat,1,"Contrat: Volontariat. Localisation: Constantine. Département: Operations. Expérience requise: 6-11 ans. Éducation: Bac, 12 ans. En tant que Chief Training Specialist, vous serez amené à coordonner les processus.","Télétravail partiel, Formation continue",À négocier,"Adaptability, Problem Solving, Teamwork, Time Management, Communication, Critical Thinking"
Social Media Mgr,HealthPlus,Sales,Mid,"Aug 05, 2024",19 September 2024,2024-09-19,Juridique,Télétravail,8-13 ans,None,0,CDD,5,"Contrat: CDD. Localisation: Télétravail. Département: Sales. En tant que Mid Social Media Mgr, vous serez amené à développer les relations clients. Expérience requise: 8-13 ans. Éducation: None, 0 ans.",,362689-819122 DZD,"Content Strategy, Google Analytics, Brand Management, SEO"
SEO Specialist,Innova Group,Sales,Senior,15 April 2025,01 July 2025,2025-07-01,Informatique,Saïda,9-11 ans,Doctorat,20,Stage,3,"Expérience requise: 9-11 ans. Éducation: Doctorat, 20 ans. En tant que Senior SEO Specialist, vous serez amené à superviser les processus. As Senior SEO Specialist, you'll perform key projects.",,5% commission,"SEO, Brand Management, Google Analytics, Public Relations"
Video Editor,Nordic Finance,Operations,Chief,22 November 2024,19/12/2024,2024-12-19,Admin,Béjaïa,10-13 ans,Doctorat,20,Alternance,3,"Contrat: Alternance. Localisation: Béjaïa. Département: Operations. As Chief Video Editor, you'll perform critical projects. En tant que Chief Video Editor, vous serez amené à coordonner les relations clients.","Formation continue, Voiture de fonction, Ticket Restaurant",392284-547590 DZD,"Network Security, Docker, SQL, Machine Learning"
AI Ethics Consultant,EduLearn,Operations,Senior,"Mar 04, 2025",27/05/2025,2025-05-27,Marketing,Blida,1-2 ans,Doctorat,20,Volontariat,3,"En tant que Senior AI Ethics Consultant, vous serez amené à superviser l’équipe. As Senior AI Ethics Consultant, you'll lead innovative projects. Expérience requise: 1-2 ans. Éducation: Doctorat, 20 ans.",,405956 DZD,"Adaptability, Time Management, Critical Thinking, Problem Solving"
Pharmacist,BlueWave,Legal,Lead,05/04/2025,2025-04-28,2025-04-28,RH,Oran,6-13 ans,None,0,Alternance,10,"Profil recherché (FR):
Responsabilités:
- Research
- Logistics
- Leadership
- Graphic Design
- Customer Service
Profil: Network Security, Data Analysis, Teamwork, CAD, Project Mgmt
Compétences: CAD; Python; Digital Marketing; Network Security; Strategic Planning
Avantages: Teamwork, Project Mgmt
","Assurance santé, Ticket Restaurant",230243 DZD,"Clinical Trials, HIPAA Compliance, Pharmacovigilance, Medical Terminology, Patient Care"
Data Engineer,TransLogistics,Marketing,Senior,2024-10-03,12 November 2024,2024-11-12,Santé,Ghardaïa,5-14 ans,Bac,12,Stage,5,"Profil recherché (EN):
Responsabilités: Excel, Strategic Planning, Digital Marketing, Project Mgmt
Profil:
- Research
- Compliance
- Organization
- Maintenance
Compétences: Leadership, CAD, SEO
Avantages: Leadership, Organization, Data Analysis
",Télétravail partiel,78% commission,"DevOps, Machine Learning, SQL, Python, Docker, Kubernetes, Java"
Network Admin,BioGenix,IT,Lead,"Jul 17, 2024",28 July 2024,2024-07-28,Finance,Constantine,2-6 ans,Bac,12,Volontariat,10,"Profil recherché (EN):
Responsabilités: UX/UI, Customer Service
Profil: Organization, Logistics, Java, SQL
Compétences:
- SEO
- Machine Learning
- Strategic Planning
- Communication
- Java
Avantages: Teamwork, SQL, Budgeting, Python, Negotiation
","Formation continue, Voiture de fonction, Horaires flexibles",À négocier,"DevOps, Python, Machine Learning, C++, SQL, Network Security"
App Developer,UrbanDev,Engineering,Mid,09 November 2024,2024-12-13,2024-12-13,Marketing,Alger,3-13 ans,Doctorat,20,Freelance,1,"En tant que Mid App Developer, vous serez amené à gérer l’équipe. Expérience requise: 3-13 ans. Éducation: Doctorat, 20 ans. Contrat: Freelance. Localisation: Alger. Département: Engineering.","Ticket Restaurant, Télétravail partiel, Voiture de fonction",1% commission,"Machine Learning, Kubernetes, C++, SQL"
Supply Chain Analyst,GreenEnergy,Finance,Chief,07/09/2024,2024-10-07,2024-10-07,RH,Blida,3-5 ans,Doctorat,20,CDD,3,"Profil recherché (EN):
Responsabilités: UX/UI; Communication; Project Mgmt
Profil: Coordination; Customer Service
Compétences: CAD; Strategic Planning; Cloud; Project Mgmt; Logistics
Avantages: Research, Blockchain
","Voiture de fonction, Télétravail partiel, Horaires flexibles",À négocier,"Investment Strategies, Risk Management, SAP, Budgeting, Forecasting"
Network Admin,UrbanDev,HR,Lead,2025-03-27,06 April 2025,2025-04-06,Ventes,Sétif,6-8 ans,Doctorat,20,Freelance,2,"Profil recherché (EN):
Responsabilités:
- Blockchain
- Communication
Profil: Technical Writing, Data Analysis, Research
Compétences: Maintenance; Compliance; Negotiation; Blockchain; Organization
Avantages:
- Technical Writing
- Budgeting
- Compliance
- SQL
","Voiture de fonction, Prime performance",55% commission,"Python, Cloud Computing, Kubernetes, Network Security, Machine Learning, C++"
Volunteer Coord.,MediCare,Finance,Senior,2025-03-19,08/05/2025,2025-05-08,Logistique,Annaba,10-11 ans,Bac,12,CDD,10,"Expérience requise: 10-11 ans. Éducation: Bac, 12 ans. As Senior Volunteer Coord., you'll lead strategic projects. En tant que Senior Volunteer Coord., vous serez amené à coordonner l’équipe.","Ticket Restaurant, Voiture de fonction",677618 DZD,"Time Management, Communication, Problem Solving, Adaptability, Critical Thinking, Teamwork"
Logistics Coord.,EcoCorp,Sales,Mid,"Sep 21, 2024",2024-10-20,2024-10-20,Ingénierie,Tizi Ouzou,3-6 ans,Licence,16,Alternance,5,"Expérience requise: 3-6 ans. Éducation: Licence, 16 ans. En tant que Mid Logistics Coord., vous serez amené à superviser les systèmes. As Mid Logistics Coord., you'll lead critical projects.","Horaires flexibles, Formation continue",92% commission,"Quality Control, Logistics, Supply Chain Management, Inventory Control, Lean Management"
DB Admin,EcoBuild,Finance,Junior,"Jan 31, 2025",19/03/2025,2025-03-19,Ingénierie,Annaba,5-6 ans,Doctorat,20,Alternance,3,"Profil recherché (EN):
Responsabilités:
- Coordination
- Blockchain
- CAD
- Digital Marketing
- Negotiation
Profil: Logistics, Cloud, Python
Compétences: Logistics, Machine Learning
Avantages: Communication, SEO, Network Security, Project Mgmt
","Télétravail partiel, Horaires flexibles",227007 DZD,"Customer Service, Scheduling, Office Management, Document Control"
Logistics Coord.,SoftHouse,Legal,Chief,07/10/2024,2024-12-29,2024-12-29,Ingénierie,Béjaïa,1-6 ans,Doctorat,20,Alternance,3,"Profil recherché (FR):
Responsabilités:
- Budgeting
- Data Analysis
Profil: Blockchain, Organization
Compétences: Coordination; Python; Blockchain
Avantages:
- Budgeting
- Blockchain
- Digital Marketing
",Horaires flexibles,37% commission,"Logistics, Lean Management, Supply Chain Management, Quality Control, Process Optimization, Inventory Control"
Researcher,AlphaTech,Engineering,Senior,04/10/2024,22/12/2024,2024-12-22,Admin,Hybride,6-13 ans,Bac,12,Alternance,2,"Profil recherché (FR):
Responsabilités: Research; Blockchain; Compliance; SQL; CAD
Profil: Strategic Planning, Graphic Design, Excel, Project Mgmt
Compétences: Graphic Design, Logistics, CAD, Maintenance, Leadership
Avantages: Budgeting, Graphic Design, CAD, Digital Marketing, Project Mgmt
",,608771 DZD,"HIPAA Compliance, Pharmacovigilance, Patient Care, Clinical Trials, Medical Terminology"
Recruiter,MediHealth,IT,Mid,22 November 2024,25/12/2024,2024-12-25,Juridique,Saïda,3-6 ans,None,0,Temps partiel,2,"Profil recherché (MIX):
Responsabilités:
- Blockchain
- Communication
- Logistics
Profil: Logistics, Customer Service, CAD, Excel, Communication
Compétences:
- Data Analysis
- Research
- Communication
Avantages: Machine Learning, Budgeting, Negotiation
","Formation continue, Horaires flexibles, Participation bénéfices",14% commission,"Kubernetes, Java, DevOps, Cloud Computing, Python, Machine Learning"
Translator,MediCare,HR,Chief,2024-06-01,26/08/2024,2024-08-26,Juridique,Télétravail,9-10 ans,Licence,16,CDI,1,"As Chief Translator, you'll manage strategic projects. En tant que Chief Translator, vous serez amené à gérer les processus. Contrat: CDI. Localisation: Télétravail. Département: HR.",Assurance santé,À négocier,"Time Management, Critical Thinking, Problem Solving, Adaptability"
Translator,AgriGrow,Sales,Senior,24 September 2024,2024-10-07,2024-10-07,Admin,Tlemcen,5-7 ans,Bac,12,CDD,3,"Profil recherché (EN):
Responsabilités: Blockchain, Machine Learning, Teamwork, Digital Marketing, Network Security
Profil: Cloud, Research
Compétences: CAD; Machine Learning; Maintenance
Avantages:
- SQL
- Machine Learning
","Prime performance, Formation continue",421586-863975 DZD,"Communication, Critical Thinking, Teamwork, Adaptability"
SEO Specialist,UrbanDev,Marketing,Senior,10/05/2024,2024-05-27,2024-05-27,Juridique,Télétravail,2-8 ans,None,0,Alternance,10,"Contrat: Alternance. Localisation: Télétravail. Département: Marketing. As Senior SEO Specialist, you'll lead key projects. Expérience requise: 2-8 ans. Éducation: None, 0 ans.",,À négocier,"Social Media, Campaign Planning, Brand Management, Public Relations, Content Strategy"
Operations Manager,AlphaTech,Engineering,Chief,24/03/2025,2025-05-18,2025-05-18,Ventes,Béjaïa,2-9 ans,Licence,16,Freelance,5,"Contrat: Freelance. Localisation: Béjaïa. Département: Engineering. Expérience requise: 2-9 ans. Éducation: Licence, 16 ans. En tant que Chief Operations Manager, vous serez amené à développer les systèmes.","Formation continue, Participation bénéfices, Ticket Restaurant",353974 DZD,"Lean Management, Inventory Control, Quality Control, Supply Chain Management, Logistics"
Digital Marketer,LogiTech,Legal,Mid,"Feb 23, 2025",17 March 2025,2025-03-17,Finance,Annaba,8-9 ans,Doctorat,20,Temporaire,5,"En tant que Mid Digital Marketer, vous serez amené à coordonner les systèmes. As Mid Digital Marketer, you'll design innovative projects. Expérience requise: 8-9 ans. Éducation: Doctorat, 20 ans.","Horaires flexibles, Télétravail partiel",351155-587622 DZD,"Kubernetes, SQL, C++, Machine Learning, Cloud Computing, Java"
Risk Manager,Innova Group,Finance,Lead,13/03/2025,02 June 2025,2025-06-02,RH,Blida,6-6 ans,Doctorat,20,Volontariat,5,"Expérience requise: 6-6 ans. Éducation: Doctorat, 20 ans. En tant que Lead Risk Manager, vous serez amené à gérer l’équipe. Contrat: Volontariat. Localisation: Blida. Département: Finance.",Formation continue,41% commission,"Lean Management, Inventory Control, Logistics, Quality Control, Supply Chain Management, Process Optimization"
QA Engineer,MediCare,Finance,Mid,22/11/2024,23/01/2025,2025-01-23,Santé,Tizi Ouzou,1-10 ans,Doctorat,20,CDI,1,"Profil recherché (EN):
Responsabilités: Java, Strategic Planning, CAD
Profil: Compliance; Digital Marketing; Strategic Planning; Blockchain
Compétences:
- Machine Learning
- Budgeting
Avantages:
- Strategic Planning
- Digital Marketing
- Project Mgmt
- Compliance
","Prime performance, Voiture de fonction",À négocier,"Java, Cloud Computing, Docker, C++, DevOps, Machine Learning, Python"
Video Editor,RetailSync,Marketing,Chief,29/10/2024,17/11/2024,2024-11-17,Marketing,Hybride,7-14 ans,Master,18,Freelance,5,"Expérience requise: 7-14 ans. Éducation: Master, 18 ans. En tant que Chief Video Editor, vous serez amené à gérer les processus. As Chief Video Editor, you'll perform innovative projects.",,À négocier,"C++, Docker, Kubernetes, Java, SQL, Machine Learning, Python"
Risk Manager,EduLearn,Operations,Junior,"Jun 18, 2024",2024-08-02,2024-08-02,Informatique,Blida,5-9 ans,None,0,Stage,2,"Profil recherché (EN):
Responsabilités: Teamwork, SQL, Network Security, Customer Service, Graphic Design
Profil: SQL, Logistics, SEO, Data Analysis
Compétences: Blockchain, Graphic Design
Avantages:
- Compliance
- Budgeting
- Project Mgmt
",,50% commission,"Supply Chain Management, Inventory Control, Process Optimization, Lean Management, Quality Control, Logistics"
Investment Banker,CryptoStart,IT,Chief,"Nov 05, 2024",15 December 2024,2024-12-15,Admin,Constantine,9-16 ans,Licence,16,Freelance,10,"En tant que Chief Investment Banker, vous serez amené à gérer l’équipe. Expérience requise: 9-16 ans. Éducation: Licence, 16 ans. Contrat: Freelance. Localisation: Constantine. Département: IT.","Horaires flexibles, Assurance santé",721474 DZD,"Accounting, Financial Analysis, Risk Management, Audit, Investment Strategies, Budgeting, SAP"
Business Analyst,LogiTech,Engineering,Senior,"Jul 06, 2024",2024-08-27,2024-08-27,Finance,Annaba,3-8 ans,Licence,16,CDD,1,"Profil recherché (FR):
Responsabilités: Budgeting; Teamwork
Profil: UX/UI, Customer Service, Maintenance, Cloud, Negotiation
Compétences: Organization, Compliance, Coordination, Cloud, Negotiation
Avantages: Compliance, Budgeting, Logistics
",,À négocier,"Financial Analysis, Audit, Risk Management, Accounting, Investment Strategies"
Product Manager,Innova Group,IT,Lead,"May 26, 2024",15/06/2024,2024-06-15,Finance,Sétif,8-10 ans,Licence,16,Freelance,5,"Contrat: Freelance. Localisation: Sétif. Département: IT. As Lead Product Manager, you'll design critical projects. Expérience requise: 8-10 ans. Éducation: Licence, 16 ans.","Horaires flexibles, Ticket Restaurant, Assurance santé",À négocier,"Supply Chain Management, Quality Control, Inventory Control, Process Optimization"
